#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2019-06-20T15:31:05 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5d0ba5a703f5	
#INFO	-out.max=unlimited	
#INFO	queryParameters=32	
#-oc.form=dec
#-out.max=unlimited
#-order=I
#-nav=cat:J/A+A/612/A99&tab:{J/A+A/612/A99/ngc2547}&key:source=J/A+A/612/A99/ic4665&HTTPPRM:&&-ref=VIZ5d0ba5a703f5&-out.max=50&-out.form=HTML Table&-oc.form=sexa&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-order=I&-out=CName&-out=Cluster&-out=Inst&-out=Teff&-out=e_Teff&-out=logg&-out=e_logg&-out=[Fe/H]&-out=e_[Fe/H]&-out=l_EWLi&-out=EWLi&-out=e_EWLi&-out=f_EWLi&-out=Gamma&-out=e_Gamma&-out=RV&-out=e_RV&-out=MembPA&-out=MembPB&-out=ID&-out=_RA&-out=_DE&-file=.&-meta.ucd=0&-meta=0&-usenav=1&-bmark=POST&-out.src=J/A+A/612/A99/ngc2451&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source= J/A+A/612/A99/ngc2547
#-out=CName
#-out=Cluster
#-out=Inst
#-out=Teff
#-out=e_Teff
#-out=logg
#-out=e_logg
#-out=[Fe/H]
#-out=e_[Fe/H]
#-out=l_EWLi
#-out=EWLi
#-out=e_EWLi
#-out=f_EWLi
#-out=Gamma
#-out=e_Gamma
#-out=RV
#-out=e_RV
#-out=MembPA
#-out=MembPB
#-out=ID
#-out=_RA
#-out=_DE
#-out.src=J/A+A/612/A99/ngc2451
#

#RESOURCE=yCat_36120099
#Name: J/A+A/612/A99
#Title: Gaia-ESO Survey in 7 open star cluster fields (Randich+, 2018)
#Table	J_A_A_612_A99_ngc2547:
#Name: J/A+A/612/A99/ngc2547
#Title: Parameters for NGC2547
#Column	CName	(A16)	Star ID (HHMMSSss+DDMMSSs)	[ucd=meta.id;meta.main]
#Column	Cluster	(A7)	Cluster name	[ucd=meta.id.parent]
#Column	Inst	(A7)	Intrument XX	[ucd=meta.note]
#Column	Teff	(I5)	Effective temperature	[ucd=phys.temperature.effective]
#Column	e_Teff	(I4)	? Effective temperature error [NULL integer written as an empty string]	[ucd=stat.error;phys.temperature.effective]
#Column	logg	(F8.3)	? 10-logarithm surface gravity	[ucd=phys.gravity]
#Column	e_logg	(F8.3)	? 10-logarithm surface gravity error	[ucd=stat.error]
#Column	[Fe/H]	(F8.3)	? Metallicity	[ucd=phys.abund.Z]
#Column	e_[Fe/H]	(F8.3)	? Metallicity error	[ucd=stat.error;phys.abund.Fe]
#Column	l_EWLi	(A1)	[<] Upper limit flag on EWLi	[ucd=meta.code.error]
#Column	EWLi	(F8.3)	? Lithium line equivalent width	[ucd=spect.line.eqWidth]
#Column	e_EWLi	(F8.3)	? Lithium line equivalent width error	[ucd=stat.error]
#Column	f_EWLi	(I4)	[0/3]? Flag for lithium line equivalent width (1) [NULL integer written as an empty string]	[ucd=meta.code]
#Column	Gamma	(F8.3)	? Gamma index	[ucd=meta.code;spect.index;em.gamma]
#Column	e_Gamma	(F8.3)	? Gamma index error	[ucd=stat.error]
#Column	RV	(F8.3)	? Radial velocity	[ucd=phys.veloc;pos.heliocentric]
#Column	e_RV	(F8.3)	? Radial velocity error	[ucd=stat.error]
#Column	MembPA	(F6.3)	? Membership probability: population A	[ucd=stat.probability]
#Column	MembPB	(F6.3)	? Membership probability: population B	[ucd=stat.probability]
#Column	ID	(I4)	Sequential ID number	[ucd=meta.id]
#Column	_RA	(F9.5)	Positions from CName (right ascension part)	[ucd=pos.eq.ra;meta.main]
#Column	_DE	(F9.5)	Positions from CName (declination part)	[ucd=pos.eq.dec;meta.main]
CName;Cluster;Inst;Teff;e_Teff;logg;e_logg;[Fe/H];e_[Fe/H];l_EWLi;EWLi;e_EWLi;f_EWLi;Gamma;e_Gamma;RV;e_RV;MembPA;MembPB;ID;_RA;_DE
08081164-4909164;NGC2547;GIRAFFE; 3333;    ;   4.569;        ;  -0.560;        ; ; 142.200;        ;   0;   0.841;   0.018;  13.288;   0.975;      ;      ; 101;122.04850;-49.15456
08081196-4930268;NGC2547;GIRAFFE; 3342;    ;   4.920;        ;  -0.305;        ; ; 585.833;  42.507;   0;   0.863;   0.017;  18.988;   0.422; 0.096; 0.795; 102;122.04983;-49.50744
08081347-4927509;NGC2547;GIRAFFE; 4651;  75;   2.363;        ;  -0.385;   0.167;<;  25.400;        ;   3;   1.026;   0.004;  72.793;   0.243;      ;      ; 103;122.05612;-49.46414
08081455-4909326;NGC2547;GIRAFFE; 3479; 122;   3.970;        ;  -0.250;        ;<; 100.000;        ;   3;   0.819;   0.010;  12.336;   0.280; 0.986; 0.002; 104;122.06062;-49.15906
08081564-4908244;NGC2547;GIRAFFE; 5578;    ;   4.290;        ;  -0.493;        ; ;  30.100;        ;    ;   0.996;        ; 117.106;   0.261;      ;      ; 105;122.06517;-49.14011
08081575-4902254;NGC2547;GIRAFFE; 4933; 163;   3.087;   0.172;  -0.116;   0.135;<;  39.100;        ;   3;   1.006;   0.004;  26.704;   0.243;      ;      ; 106;122.06562;-49.04039
08081758-4914493;NGC2547;GIRAFFE; 3432;  16;   4.237;        ;  -0.250;        ; ; 534.367;  34.738;   0;   0.851;   0.010;  16.712;   0.286; 0.358; 0.464; 107;122.07325;-49.24703
08081986-4915361;NGC2547;GIRAFFE; 5018; 127;   3.620;   0.051;   0.009;   0.061;<;  26.400;        ;   3;   0.996;   0.004;  -4.358;   0.243;      ;      ; 108;122.08275;-49.26003
08082095-4902029;NGC2547;GIRAFFE; 3612;  54;   3.929;        ;  -0.210;        ; ; 425.700;  23.945;   0;   0.846;   0.006;  20.006;   0.246; 0.081; 0.819; 109;122.08729;-49.03414
08082690-4859131;NGC2547;GIRAFFE; 4481; 278;   4.153;        ;  -0.036;   0.046; ; 268.750;   2.930;   0;   0.930;   0.003;  12.919;   0.241; 0.987; 0.002; 110;122.11208;-48.98697
08082691-4857134;NGC2547;GIRAFFE; 4827; 105;   2.364;   0.064;  -0.183;   0.146;<;  23.000;        ;   3;   1.020;   0.004;  24.289;   0.243;      ;      ; 111;122.11212;-48.95372
08082881-4924354;NGC2547;GIRAFFE; 4909; 209;   4.397;   0.164;  -0.039;   0.029;<;  26.700;        ;   3;   0.964;   0.004;  -5.233;   0.243;      ;      ; 112;122.12004;-49.40983
08082965-4855452;NGC2547;GIRAFFE; 4481;    ;   1.687;        ;  -0.743;        ; ;        ;        ;    ;        ;        ; -15.286; 302.579;      ;      ; 113;122.12354;-48.92922
08083266-4926106;NGC2547;GIRAFFE; 4932; 121;   2.602;        ;  -0.176;   0.152;<;  22.700;        ;   3;   1.017;   0.004;  69.151;   0.243;      ;      ; 114;122.13608;-49.43628
08083306-4904133;NGC2547;GIRAFFE; 4569; 109;   2.820;        ;  -0.170;   0.159;<;  25.100;        ;   3;   1.020;   0.003; 125.697;   0.241;      ;      ; 115;122.13775;-49.07036
08083331-4935136;NGC2547;GIRAFFE; 4837; 185;   2.538;        ;  -0.218;   0.192; ;  42.000;        ;   0;   1.018;   0.003;  75.436;   0.242;      ;      ; 116;122.13879;-49.58711
08083389-4907176;NGC2547;GIRAFFE; 4970;    ;   3.708;        ;  -0.705;        ; ; 349.000;  12.261;   0;   0.960;   0.004;  10.000;   0.240;      ;      ; 117;122.14121;-49.12156
08083501-4916124;NGC2547;GIRAFFE; 4845; 111;   2.512;   0.190;  -0.147;   0.087; ;  34.700;        ;   0;   1.009;   0.003;  21.973;   0.242;      ;      ; 118;122.14587;-49.27011
08083553-4858570;NGC2547;GIRAFFE; 4588;  83;   1.950;   0.181;  -0.438;   0.026;<;  20.100;        ;   3;   1.028;   0.005;  84.974;   0.244;      ;      ; 119;122.14804;-48.98250
08083560-4909433;NGC2547;GIRAFFE; 3330;  51;   2.852;        ;  -0.270;        ;<; 100.000;        ;   3;   0.865;   0.012;  15.515;   0.790; 0.633; 0.195; 120;122.14833;-49.16203
08083609-4852238;NGC2547;GIRAFFE; 3837; 138;   4.165;        ;  -0.170;        ; ; 104.700;        ;   0;   0.841;   0.005;  -7.752;   0.283; 0.131; 0.016; 121;122.15037;-48.87328
08083727-4906373;NGC2547;GIRAFFE; 5119;    ;   3.133;        ;  -0.293;        ;<;  16.000;        ;   3;   0.999;   0.004;   1.234;   0.244;      ;      ; 122;122.15529;-49.11036
08083830-4932320;NGC2547;GIRAFFE; 3625;   6;   3.744;        ;  -0.210;        ; ; 187.200;        ;   0;   0.824;   0.008;  11.942;   0.256; 0.979; 0.003; 123;122.15958;-49.54222
08083841-4934401;NGC2547;GIRAFFE; 4923; 103;   2.827;   0.013;  -0.063;   0.112;<;  23.400;        ;   3;   1.009;   0.004;  18.675;   0.242;      ;      ; 124;122.16004;-49.57781
08083843-4931303;NGC2547;GIRAFFE; 3431;  61;   4.454;        ;  -0.270;        ;<; 100.000;        ;   3;   0.834;   0.014;  12.219;   0.345; 0.985; 0.002; 125;122.16012;-49.52508
08083843-4939320;NGC2547;GIRAFFE; 5184;    ;   4.530;        ;  -0.067;        ; ;        ;        ;    ;        ;        ;  15.242;   2.161; 0.867; 0.088; 126;122.16012;-49.65889
08083910-4904025;NGC2547;GIRAFFE; 3583; 125;   3.846;        ;  -0.220;        ; ; 311.100;  16.990;   0;   0.854;   0.007;  19.043;   0.259; 0.105; 0.788; 127;122.16292;-49.06736
08083983-4855229;NGC2547;GIRAFFE; 4361;    ;   2.399;        ;   0.236;        ; ; 698.200;        ;    ;        ;        ;  18.486;   0.810; 0.135; 0.743; 128;122.16596;-48.92303
08084064-4853377;NGC2547;GIRAFFE; 4441;    ;   2.338;        ;   0.430;        ; ; 127.800;        ;    ;        ;        ;  14.043;   0.754;      ;      ; 129;122.16933;-48.89381
08084089-4858085;NGC2547;GIRAFFE; 6275;    ;   4.000;        ;  -0.052;        ;<;  12.300;        ;   3;   1.003;   0.002;  -0.900;   0.242; 0.250; 0.026; 130;122.17037;-48.96903
08084139-4847153;NGC2547;GIRAFFE; 4740;  28;   2.573;   0.038;   0.034;   0.024;<;  35.000;        ;   3;   1.019;   0.004;  12.778;   0.242;      ;      ; 131;122.17246;-48.78758
08084225-4915153;NGC2547;GIRAFFE; 5069;   8;   3.235;   0.010;  -0.118;   0.027; ;  38.200;        ;   0;   1.009;   0.002;  48.018;   0.241;      ;      ; 132;122.17604;-49.25425
08084294-4903502;NGC2547;GIRAFFE; 4283;    ;   3.816;        ;  -0.143;        ; ; 787.500;        ;    ;   0.912;        ;  19.007;   1.451; 0.161; 0.717; 133;122.17892;-49.06394
08084313-4854304;NGC2547;GIRAFFE; 5154;   9;   3.369;   0.196;  -0.077;   0.119;<;  20.200;        ;   3;   1.009;   0.003;  25.446;   0.241;      ;      ; 134;122.17971;-48.90844
08084386-4922097;NGC2547;GIRAFFE; 4649;    ;   2.727;        ;  -0.015;        ; ;        ;        ;    ;        ;        ;  33.930;   3.727; 0.125; 0.238; 135;122.18275;-49.36936
08084406-4932166;NGC2547;GIRAFFE; 4805;  34;   2.667;   0.076;  -0.122;   0.011;<;  21.900;        ;   3;   1.016;   0.003;  74.434;   0.242;      ;      ; 136;122.18358;-49.53794
08084459-4934202;NGC2547;GIRAFFE; 4724; 350;   4.462;        ;  -0.017;   0.071; ; 348.067;  14.046;   0;   0.956;   0.003;  12.037;   0.254; 0.980; 0.003; 137;122.18579;-49.57228
08084618-4916240;NGC2547;GIRAFFE; 3519;  11;   4.689;   0.046;  -0.220;        ;<; 100.000;        ;   3;   0.801;   0.008;  16.159;   0.286; 0.477; 0.333; 138;122.19242;-49.27333
08084695-4907245;NGC2547;GIRAFFE; 4749;  45;   2.605;   0.114;  -0.155;   0.116;<;  30.700;        ;   3;   1.011;   0.004;  51.410;   0.242;      ;      ; 139;122.19562;-49.12347
08084760-4855204;NGC2547;GIRAFFE; 3445; 130;   4.840;        ;  -0.300;        ; ; 106.300;        ;   0;        ;        ; 491.608;   3.295;      ;      ; 140;122.19833;-48.92233
08084960-4909584;NGC2547;GIRAFFE; 4987; 126;   3.046;        ;  -0.215;   0.134;<;  17.100;        ;   3;   1.019;   0.003; -14.267;   0.242;      ;      ; 141;122.20667;-49.16622
08084975-4924561;NGC2547;GIRAFFE; 6284;  53;   3.870;   0.064;  -0.250;   0.006;<;  12.600;        ;   3;   1.002;   0.002;   5.429;   0.242;      ;      ; 142;122.20729;-49.41558
08085036-4916162;NGC2547;GIRAFFE; 6521;    ;   2.640;        ;  -0.056;        ; ;  82.400;        ;   0;        ;        ;  10.521;   0.243; 0.852; 0.020; 143;122.20983;-49.27117
08085162-4938230;NGC2547;GIRAFFE; 5031; 149;   2.748;        ;  -0.096;   0.134;<;  24.300;        ;   3;   1.013;   0.004;  35.331;   0.245;      ;      ; 144;122.21508;-49.63972
08085197-4930499;NGC2547;GIRAFFE; 3872; 120;   4.559;   0.161;  -0.160;        ; ;  88.600;        ;   0;   0.826;   0.004;  -9.101;   0.246; 0.121; 0.015; 145;122.21654;-49.51386
08085272-4848140;NGC2547;GIRAFFE; 5160;  81;   3.006;        ;  -0.185;   0.132; ;  58.600;        ;   0;   1.008;   0.004;  44.794;   0.242;      ;      ; 146;122.21967;-48.80389
08085430-4924494;NGC2547;GIRAFFE; 4273;    ;   1.817;        ;  -0.206;        ; ; 116.800;        ;    ;        ;        ; 402.417;   1.450;      ;      ; 147;122.22625;-49.41372
08085446-4929553;NGC2547;GIRAFFE; 4025;  98;   4.505;   0.067;  -0.039;   0.150; ;  84.600;        ;   0;   0.862;   0.003;  23.485;   0.242; 0.113; 0.625; 148;122.22692;-49.49869
08085448-4859096;NGC2547;GIRAFFE; 3344;  69;   2.387;        ;  -0.270;        ;<; 100.000;        ;   3;   0.887;   0.013;   7.671;   2.582; 0.574; 0.027; 149;122.22700;-48.98600
08085463-4927033;NGC2547;GIRAFFE; 4728;    ;   2.773;        ;  -0.187;        ; ;  75.900;        ;    ;   0.810;        ;  14.131;   0.674;      ;      ; 150;122.22762;-49.45092
08085572-4857167;NGC2547;GIRAFFE; 4873;  24;   2.770;        ;   0.051;   0.028;<;  38.300;        ;   3;   0.994;   0.004;  36.935;   0.242;      ;      ; 151;122.23217;-48.95464
08085636-4851415;NGC2547;GIRAFFE; 4359; 237;   2.420;        ;   0.134;   0.135;<;  51.400;        ;   3;   1.028;   0.004;  41.060;   0.241;      ;      ; 152;122.23483;-48.86153
08085667-4859420;NGC2547;GIRAFFE; 4744;  39;   2.512;   0.140;  -0.168;   0.172;<;  23.200;        ;   3;   1.014;   0.003; 101.688;   0.241;      ;      ; 153;122.23612;-48.99500
08085677-4926054;NGC2547;GIRAFFE; 3734; 162;   4.363;   0.103;  -0.270;        ; ; 125.300;        ;   0;   0.825;   0.010;  39.614;   0.266; 0.078; 0.034; 154;122.23654;-49.43483
08085758-4911261;NGC2547;GIRAFFE; 3476;   9;   4.671;   0.073;  -0.220;        ; ; 149.100;        ;   0;   0.811;   0.010;  12.028;   0.268; 0.982; 0.002; 155;122.23992;-49.19058
08085779-4901171;NGC2547;GIRAFFE; 3725; 100;   4.122;        ;  -0.190;        ;<; 100.000;        ;   3;   0.823;   0.008;  12.441;   0.263; 0.987; 0.002; 156;122.24079;-49.02142
08085856-4911171;NGC2547;GIRAFFE; 3409;    ;   2.303;        ;   0.263;        ; ; 179.300;        ;   0;   0.825;   0.016;  15.266;   0.370; 0.679; 0.152; 157;122.24400;-49.18808
08085860-4908550;NGC2547;GIRAFFE; 5032;  41;   2.681;   0.071;  -0.251;   0.066;<;  19.700;        ;   3;   1.013;   0.002;  41.578;   0.241;      ;      ; 158;122.24417;-49.14861
08085993-4849091;NGC2547;GIRAFFE; 4637;  96;   2.539;        ;  -0.337;   0.153; ;  42.400;        ;   0;   1.020;   0.005; 124.702;   0.244;      ;      ; 159;122.24971;-48.81919
08090022-4920332;NGC2547;GIRAFFE; 5127;    ;   3.938;        ;  -0.035;        ; ; 248.900;   7.592;   0;   0.966;   0.004;  12.564;   0.243; 0.987; 0.002; 160;122.25092;-49.34256
08090041-4912594;NGC2547;GIRAFFE; 4815;    ;   3.360;        ;   0.191;        ; ; 179.600;        ;    ;        ;        ;  38.691;   1.153; 0.639; 0.168; 161;122.25171;-49.21650
08090090-4847206;NGC2547;GIRAFFE; 4939; 157;   2.567;        ;  -0.374;   0.148; ;  20.100;        ;   0;   1.012;   0.003;  80.304;   0.242;      ;      ; 162;122.25375;-48.78906
08090208-4849580;NGC2547;GIRAFFE; 4674;  43;   2.400;        ;  -0.287;   0.070; ;  32.200;   2.350;   0;   1.024;   0.004;  57.296;   0.241;      ;      ; 163;122.25867;-48.83278
08090250-4858172;NGC2547;GIRAFFE; 5732;   5;   4.569;   0.109;   0.047;   0.053; ; 196.700;   6.223;   0;   0.992;   0.002;  22.286;   0.241;      ;      ; 164;122.26042;-48.97144
08090287-4906022;NGC2547;GIRAFFE; 6451;    ;   4.230;        ;   0.073;        ; ; 111.133;   5.004;   0;   1.000;   0.001;  14.299;   0.241; 0.897; 0.036; 165;122.26196;-49.10061
08090392-4845560;NGC2547;GIRAFFE; 5594;   3;   3.383;        ;  -0.208;   0.040; ;  50.400;        ;   0;   1.008;   0.004;  27.816;   0.248;      ;      ; 166;122.26633;-48.76556
08090470-4924396;NGC2547;GIRAFFE; 3550;  14;   3.587;        ;  -0.230;        ;<; 100.000;        ;   3;   0.820;   0.007;  13.506;   0.300; 0.975; 0.006; 167;122.26958;-49.41100
08090471-4933274;NGC2547;GIRAFFE; 3519;   7;   3.735;        ;  -0.220;        ;<; 100.000;        ;   3;   0.854;   0.007;  16.564;   0.248; 0.397; 0.423; 168;122.26962;-49.55761
08090654-4846474;NGC2547;GIRAFFE; 4656;   3;   2.380;   0.078;  -0.080;   0.015;<;  40.800;        ;   3;   1.025;   0.006;  74.711;   0.245;      ;      ; 169;122.27725;-48.77983
08090679-4915347;NGC2547;GIRAFFE; 3346;    ;   4.497;        ;   0.220;        ; ;  76.900;        ;   0;   0.838;   0.020; 458.978;   3.074;      ;      ; 170;122.27829;-49.25964
08090720-4919144;NGC2547;GIRAFFE; 4748; 317;   4.171;        ;   0.050;   0.091; ; 232.833;   6.444;   0;   0.952;   0.004;  12.269;   0.242; 0.985; 0.002; 171;122.28000;-49.32067
08090722-4847280;NGC2547;GIRAFFE; 4439; 148;   4.482;   0.120;   0.007;   0.111;<;  15.300;        ;   3;   0.923;   0.003;   0.757;   0.242;      ;      ; 172;122.28008;-48.79111
08090851-4855307;NGC2547;GIRAFFE; 4691;    ;   2.835;        ;  -0.030;        ; ;        ;        ;    ;        ;        ;  20.543;   3.611; 0.574; 0.326; 173;122.28546;-48.92519
08090863-4938126;NGC2547;GIRAFFE; 4831;  79;   2.963;        ;  -0.208;   0.156;<;  16.200;        ;   3;   1.021;   0.003; 103.664;   0.241;      ;      ; 174;122.28596;-49.63683
08090869-4935130;NGC2547;GIRAFFE; 3277;  34;   4.629;   0.196;  -0.180;        ; ;  89.900;        ;   0;   0.857;   0.015;  95.215;   1.942; 0.130; 0.037; 175;122.28621;-49.58694
08090911-4922405;NGC2547;GIRAFFE; 3368;  50;   4.619;   0.198;  -0.250;        ;<; 100.000;        ;   3;   0.838;   0.010;  12.152;   0.295; 0.984; 0.002; 176;122.28796;-49.37792
08090914-4858463;NGC2547;GIRAFFE; 4911;  80;   2.558;        ;  -0.172;   0.200; ;  44.600;        ;   0;   1.019;   0.003; 124.323;   0.241;      ;      ; 177;122.28808;-48.97953
08090970-4936209;NGC2547;GIRAFFE; 4744;  36;   2.540;   0.107;  -0.105;   0.084;<;  37.500;        ;   3;   1.016;   0.003;  47.607;   0.242;      ;      ; 178;122.29042;-49.60581
08091025-4902250;NGC2547;GIRAFFE; 4309; 590;   4.141;        ;  -0.065;   0.143; ; 294.450;   4.285;   0;   0.875;   0.004;  16.200;   0.240; 0.482; 0.334; 179;122.29271;-49.04028
08091082-4929167;NGC2547;GIRAFFE; 3648;  41;   4.044;        ;  -0.190;        ;<; 100.000;        ;   3;   0.824;   0.006;  11.839;   0.250; 0.975; 0.003; 180;122.29508;-49.48797
08091111-4914183;NGC2547;GIRAFFE; 3352;  80;   4.083;        ;  -0.270;        ;<; 100.000;        ;   3;   0.841;   0.011;  11.382;   0.475; 0.956; 0.005; 181;122.29629;-49.23842
08091164-4857019;NGC2547;GIRAFFE; 4919; 100;   3.035;   0.023;  -0.157;   0.119;<;  22.400;        ;   3;   1.003;   0.003;  74.624;   0.241;      ;      ; 182;122.29850;-48.95053
08091190-4914427;NGC2547;GIRAFFE; 4493;    ;   2.560;        ;   0.163;        ; ;        ;        ;    ;        ;        ;  10.168;   3.236; 0.914; 0.029; 183;122.29958;-49.24519
08091194-4926542;NGC2547;GIRAFFE; 3557; 164;   3.174;        ;  -0.120;        ;<; 100.000;        ;   3;   0.823;   0.010;  14.087;   0.269; 0.930; 0.020; 184;122.29975;-49.44839
08091206-4910152;NGC2547;GIRAFFE; 4917;    ;   2.998;        ;  -0.299;        ; ; 106.000;        ;    ;        ;        ;  11.766;   0.595;      ;      ; 185;122.30025;-49.17089
08091210-4927299;NGC2547;GIRAFFE; 4771;    ;   3.280;        ;   0.112;        ; ; 140.000;        ;    ;        ;        ; 411.773;   1.661;      ;      ; 186;122.30042;-49.45831
08091223-4911255;NGC2547;GIRAFFE; 4929;    ;   2.680;        ;   0.059;        ; ;  28.000;        ;    ;   1.018;        ;  63.923;   0.245;      ;      ; 187;122.30096;-49.19042
08091240-4937351;NGC2547;GIRAFFE; 4630;   6;   4.440;   0.030;   0.029;   0.114; ;  23.600;        ;   0;   0.951;   0.003;  21.440;   0.241;      ;      ; 188;122.30167;-49.62642
08091307-4925401;NGC2547;GIRAFFE; 5234;    ;   4.520;        ;  -0.080;        ; ; 281.900;   8.676;   0;   0.986;   0.003;  13.280;   0.244;      ;      ; 189;122.30446;-49.42781
08091332-4857599;NGC2547;GIRAFFE; 5106;  84;   3.846;   0.114;   0.001;   0.027; ; 213.267;   4.691;   0;   0.987;   0.003;  11.384;   0.242; 0.949; 0.007; 190;122.30550;-48.96664
08091341-4929232;NGC2547;GIRAFFE; 3720;    ;   4.294;        ;   0.074;        ; ;  67.000;        ;    ;   0.833;        ;  10.800;   0.706; 0.940; 0.006; 191;122.30587;-49.48978
08091348-4913304;NGC2547;GIRAFFE; 4756;  10;   2.559;   0.069;  -0.082;   0.078;<;  29.000;        ;   3;   1.015;   0.003;  54.286;   0.241;      ;      ; 192;122.30617;-49.22511
08091385-4900132;NGC2547;GIRAFFE; 4862;  91;   2.625;   0.092;  -0.085;   0.099;<;  30.600;        ;   3;   1.015;   0.004;  58.041;   0.243;      ;      ; 193;122.30771;-49.00367
08091385-4933181;NGC2547;GIRAFFE; 3414;    ;   4.369;        ;  -0.321;        ; ; 232.100;        ;   0;   0.872;   0.012;  17.286;   0.320; 0.255; 0.586; 194;122.30771;-49.55503
08091401-4904029;NGC2547;GIRAFFE; 6847;    ;   2.379;        ;   0.415;        ; ;        ;        ;   0;        ;        ;   0.234;   0.244; 0.294; 0.030; 195;122.30837;-49.06747
08091645-4907239;NGC2547;GIRAFFE; 3528;  13;   4.049;        ;  -0.290;        ; ;  60.900;        ;   0;   0.857;   0.006;  12.501;   0.287; 0.988; 0.002; 196;122.31854;-49.12331
08091651-4846157;NGC2547;GIRAFFE; 4953; 186;   2.596;        ;  -0.132;   0.200; ;  42.400;   2.975;   0;   1.015;   0.003;  52.793;   0.242;      ;      ; 197;122.31879;-48.77103
08091657-4909309;NGC2547;GIRAFFE; 4341; 460;   4.125;        ;  -0.055;   0.073; ; 344.967;   9.699;   0;   0.897;   0.003;  11.830;   0.242; 0.974; 0.004; 198;122.31904;-49.15858
08091713-4925277;NGC2547;GIRAFFE; 3617; 186;   4.752;   0.150;  -0.200;        ;<; 100.000;        ;   3;   0.786;   0.011;  12.804;   0.894; 0.980; 0.004; 199;122.32137;-49.42436
08091770-4908344;NGC2547;GIRAFFE; 4659;    ;   2.503;        ;   0.012;        ; ;  97.700;        ;    ;        ;        ;-655.785;   4.462;      ;      ; 200;122.32375;-49.14289
08091822-4916256;NGC2547;GIRAFFE; 4861;  97;   2.620;   0.131;  -0.129;   0.073;<;  22.600;        ;   3;   1.018;   0.003;  83.435;   0.241;      ;      ; 201;122.32592;-49.27378
08092021-4849575;NGC2547;GIRAFFE; 4521;  56;   2.400;        ;  -0.205;   0.083;<;  22.900;        ;   3;   1.028;   0.003; 118.574;   0.241;      ;      ; 202;122.33421;-48.83264
08092129-4900412;NGC2547;GIRAFFE; 4975; 237;   4.170;        ;   0.029;   0.039;<;  21.400;        ;   3;   0.968;   0.003;   6.562;   0.242;      ;      ; 203;122.33871;-49.01144
08092131-4905431;NGC2547;GIRAFFE; 3830; 107;   4.181;        ;  -0.160;        ; ; 106.300;        ;   0;   0.840;   0.006;  12.550;   0.254; 0.987; 0.002; 204;122.33879;-49.09531
08092131-4905540;NGC2547;GIRAFFE; 3570;  67;   4.176;        ;  -0.240;        ; ;  77.100;        ;   0;   0.836;   0.005;  10.602;   0.246; 0.849; 0.017; 205;122.33879;-49.09833
08092201-4931420;NGC2547;GIRAFFE; 4903; 171;   2.632;        ;  -0.044;   0.082;<;  24.700;        ;   3;   1.017;   0.004;  12.733;   0.242;      ;      ; 206;122.34171;-49.52833
08092277-4916310;NGC2547;GIRAFFE; -999;    ;        ;        ;        ;        ; ;        ;        ;    ;        ;        ;        ;        ;      ;      ; 207;122.34487;-49.27528
08092295-4907577;NGC2547;GIRAFFE; -999;    ;        ;        ;        ;        ; ;        ;        ;    ;        ;        ;        ;        ;      ;      ; 208;122.34562;-49.13269
08092351-4923416;NGC2547;GIRAFFE; 4485; 102;   1.903;        ;  -0.255;   0.168;<;  20.700;        ;   3;   1.040;   0.002; 121.633;   0.240;      ;      ; 209;122.34796;-49.39489
08092422-4921455;NGC2547;GIRAFFE; 5041;  52;   3.090;        ;   0.007;   0.004;<;  35.000;        ;   3;   0.997;   0.003;  29.060;   0.242;      ;      ; 210;122.35092;-49.36264
08092438-4906282;NGC2547;GIRAFFE; 3725;  47;   4.119;        ;  -0.200;        ; ; 114.000;        ;   0;   0.828;   0.006;  11.832;   0.246; 0.974; 0.004; 211;122.35158;-49.10783
08092475-4911138;NGC2547;GIRAFFE; 3588;    ;   2.999;        ;  -0.427;        ; ; 117.800;        ;   0;   0.959;   0.020;  18.460;   1.308;      ;      ; 212;122.35312;-49.18717
08092574-4903156;NGC2547;GIRAFFE; 3407;    ;   4.317;        ;  -1.488;        ; ;  72.300;        ;   0;   0.820;   0.021;  13.202;   1.114;      ;      ; 213;122.35725;-49.05433
08092586-4932443;NGC2547;GIRAFFE; 3625;  65;   3.809;        ;  -0.210;        ; ; 357.567;  18.377;   0;   0.850;   0.013;  20.109;   0.312; 0.081; 0.818; 214;122.35775;-49.54564
08092592-4909585;NGC2547;GIRAFFE; 3347;  23;   4.739;   0.016;  -0.270;        ;<; 100.000;        ;   3;   0.828;   0.014;  12.017;   0.541; 0.981; 0.003; 215;122.35800;-49.16625
08092678-4932554;NGC2547;GIRAFFE; 3793;  70;   4.237;        ;  -0.170;        ; ; 134.200;        ;   0;   0.825;   0.006;  11.752;   0.267; 0.972; 0.004; 216;122.36158;-49.54872
08092683-4900187;NGC2547;GIRAFFE; 4878;  99;   2.845;        ;  -0.190;   0.176;<;  18.800;        ;   3;   1.011;   0.004;  53.641;   0.243;      ;      ; 217;122.36179;-49.00519
