#																			
#   VizieR Astronomical Server vizier.u-strasbg.fr																			
#    Date: 2019-08-16T00:14:18 [V1.99+ (14-Oct-2013)]																			
"#   In case of problem, please report to:"""	cds-question@unistra.fr																		
113.0240131	-8.8813258	444	HIP36640 	G0 V Fe-1.6 CH-0.5  	0.54	3.518732334	33.4	0.218	                 	-4.596068857	HIP36640        	113.02401	-8.88133	2221	HIP36640        	HD 59984                 	07 32 05.7631181661 -08 52 52.773345653	G0VFe-1.6CH-0.5  	0
113.2524181	37.0298475	384	HD59747  	G5V                 	0.863	6.209318561	50.8	                 	0.556	-4.382712172	HD59747         	113.25242	37.02985	2222	HD59747         	HD 59747                 	07 33 00.5803322465 +37 01 47.450630754	G5V              	0
113.2524181	37.0298475	385	HIP36704 	G5V                 	0.863	6.209318561	50.8	0.565	0.565	-4.374692191	HIP36704        	113.25242	37.02985	2223	HIP36704        	HD 59747                 	07 33 00.5803322465 +37 01 47.450630754	G5V              	0
113.2986069	3.2903803	434	HD60111  	F0/2IV/V            	0.323999882	2.467527688	23.95	0.2263	0.2265	-4.481978066	HD60111         	113.29861	3.29038	2224	HD60111         	* del02 CMi              	07 33 11.6656603150 +03 17 25.368828701	F0/2IV/V         	0
113.5132511	-22.2960661	5484	HD60532  	F6IV-V              	0.550000191	2.374633938	39.53	0.324466667	0.3262	-4.346141973	HD60532         	113.51325	-22.29607	2225	HD60532         	HD 60532                 	07 34 03.1802404179 -22 17 45.838378187	F6IV-V           	1
113.5132511	-22.2960661	5485	HIP36795 	F6 IV-V             	0.521	2.390306154	38.91	0.168	                 	-4.787025105	HIP36795        	113.51325	-22.29607	2226	HIP36795        	HD 60532                 	07 34 03.1802404179 -22 17 45.838378187	F6IV-V           	1
113.6090319	-6.8966764	2777	HD60491  	K2V                 	0.9	6.187602617	40.32	                 	0.5516	-4.430240574	HD60491         	113.60903	-6.89668	2227	HD60491         	HD 60491                 	07 34 26.1676999103 -06 53 48.034783409	K1V              	0
113.6090319	-6.8966764	2778	HIP36827 	K2V                 	0.9	6.187602617	40.32	0.545727273	0.545	-4.436251502	HIP36827        	113.60903	-6.89668	2228	HIP36827        	HD 60491                 	07 34 26.1676999103 -06 53 48.034783409	K1V              	0
113.6168056	-52.9681583	1198	HD61033  	G7V(e)              	0.724	5.327027298	35.27	0.454	                 	-4.328436156	HD61033         	113.61681	-52.96816	2229	HD61033         	HD 61033                 	07 34 28.0333128 -52 58 05.370331      	G7V(e)           	0
113.6168056	-52.9681583	1199	HIP36832 	G8 V (k)            	0.724	5.327027298	35.27	0.409	                 	-4.383969741	HIP36832        	113.61681	-52.96816	2230	HIP36832        	HD 61033                 	07 34 28.0333128 -52 58 05.370331      	G7V(e)           	0
113.6824383	-26.0390314	4765	HD60683  	G2V                 	0.4	4.7180154	      	0.153	                 	-4.824168714	HD60683         	113.68244	-26.03903	2231	HD60683         	HD 60683                 	07 34 43.7852070184 -26 02 20.513430444	G2V              	0
113.6849467	-66.6435053	4414	HD61475  	K1IV                	0.853	5.528601085	22.27	                 	0.34	-4.628837828	HD61475         	113.68495	-66.64351	2232	HD61475         	HD 61475                 	07 34 44.3872328438 -66 38 36.619123285	K1IV             	0
113.8618158	-52.4425347	4621	HIP36927 	K3.5 V (k)          	1.049	6.771763549	39.66	0.842	                 	-4.402156766	HIP36927        	113.86182	-52.44253	2233	HIP36927        	HD 61214                 	07 35 26.8357831392 -52 26 33.125109327	K3.5Vk:          	0
113.8618158	-52.4425347	4622	HD61214  	K3.5Vk:             	1.049	6.771763549	39.66	                 	0.815	-4.417520501	HD61214         	113.86182	-52.44253	2234	HD61214         	HD 61214                 	07 35 26.8357831392 -52 26 33.125109327	K3.5Vk:          	0
113.94776	-32.2039008	4736	HD61005  	G8Vk                	0.734	5.53824284	28.95	0.492	                 	-4.297417395	HD61005         	113.94776	-32.2039	2235	HD61005         	HD 61005                 	07 35 47.4624262763 -32 12 14.042600581	G8Vk             	0
113.94776	-32.2039008	4737	HD61005  	G8Vk                	0.734	5.53824284	28.95	                 	0.6494	-4.157270497	HD61005         	113.94776	-32.2039	2236	HD61005         	HD 61005                 	07 35 47.4624262763 -32 12 14.042600581	G8Vk             	0
113.94776	-32.2039008	4738	HIP36948 	G8 V k comp?        	0.734	5.53824284	28.95	0.459	                 	-4.333557869	HIP36948        	113.94776	-32.2039	2237	HIP36948        	HD 61005                 	07 35 47.4624262763 -32 12 14.042600581	G8Vk             	0
113.9840175	-32.8414181	4735	HD61051  	G8V                 	0.766	5.358766917	19.22	                 	0.158	-5.044305431	HD61051         	113.98402	-32.84142	2238	HD61051         	HD 61051                 	07 35 56.1641942241 -32 50 29.104815283	G8V              	0
114.0059606	-3.1517711	2784	HD60779  	G0                  	0.564	4.408934235	28.17	                 	0.149	-4.927853958	HD60779         	114.00596	-3.15177	2239	HD60779         	HD 60779                 	07 36 01.4305286351 -03 09 06.376296453	G1V              	0
114.05851	32.8360683	493	HD60521  	G0                  	0.632	4.423281414	19.26	                 	0.195	-4.75205336	HD60521         	114.05851	32.83607	2240	HD60521         	HD 60521                 	07 36 14.0424115825 +32 50 09.846251650	G0               	0
114.1446072	5.8621731	5362	HD60803  	G0V                 	0.602	2.691073066	22.92	                 	0.199363636	-4.709678697	HD60803         	114.14461	5.86217	2241	HD60803         	HD 60803                 	07 36 34.7057582002 +05 51 43.822764843	G0V              	0
114.5685042	47.7486728	5295	HD60737  	G0                  	0.621	4.785697049	26.13	                 	0.422	-4.262814071	HD60737         	114.5685	47.74867	2242	HD60737         	HD 60737                 	07 38 16.4409933710 +47 44 55.221629265	G0               	0
114.5721197	-27.145525	4764	HD61447  	G5IV/V              	0.737	4.884534553	19.72	                 	0.149	-5.069493075	HD61447         	114.57212	-27.14552	2243	HD61447         	HD 61447                 	07 38 17.3087648029 -27 08 43.889877224	G5IV/V           	0
114.6706681	-21.2245772	6203	HIP37217 	tmp                 	1.588	11.5024767	92.15	                 	0.7185	-5.143933188	HIP37217        	114.67067	-21.22458	2244	HIP37217        	LP 783-1                 	07 38 40.9603640288 -21 13 28.477943882	M3               	1
114.6706681	-21.2245772	6209	GJ3459   	                    	1.582	11.58478872	      	0.733480857	0.761627484	-5.107465704	GJ3459          	114.67067	-21.22458	2245	GJ3459          	LP 783-1                 	07 38 40.9603640288 -21 13 28.477943882	M3               	1
114.7914011	34.5843003	5486	HD61110  	F3III               	0.400000095	1.362388064	19.61	0.489311111	0.4881	-4.032476886	HD61110         	114.7914	34.5843	2246	HD61110         	* omi Gem                	07 39 09.9362454307 +34 35 03.480603218	F3III            	0
114.8254978	5.2249875	6338	HD61421  	F5IV-V+DQZ          	0.432	2.681298621	285.93	                 	0.431022472	-4.113759601	HD61421         	114.8255	5.22499	2247	HD61421         	* alf CMi                	07 39 18.11950 +05 13 29.9552          	F5IV-V+DQZ       	0
114.8254978	5.2249875	6339	HD61421  	F5IV-V+DQZ          	0.420000017	2.640869266	284.56	0.172671189	0.1662	-4.748173423	HD61421         	114.8255	5.22499	2248	HD61421         	* alf CMi                	07 39 18.11950 +05 13 29.9552          	F5IV-V+DQZ       	0
114.8410569	-78.2789744	4377	HIP37284 	K3 V (k)            	1.006	6.600354679	27.93	0.622	                 	-4.496261447	HIP37284        	114.84106	-78.27897	2249	HIP37284        	HD 63454                 	07 39 21.8536904513 -78 16 44.307904025	K3Vk:            	1
114.9728036	26.7217819	486	HD61364  	G5                  	0.718	3.749338595	10.42	                 	0.148	-5.058849038	HD61364         	114.9728	26.72178	2250	HD61364         	HD 61364                 	07 39 53.4728516059 +26 43 18.414622595	G5               	0
114.9972022	-3.5975072	2780	HD61606  	K0/2V               	0.966999531	6.427431726	71.07	0.6038	0.6124	-4.457808345	HD61606         	114.9972	-3.59751	2251	HD61606         	HD 61606                 	07 39 59.3285412183 -03 35 51.026043193	K3V              	0
114.9972022	-3.5975072	2781	HIP37349 	K2V                 	0.891	6.419096736	70.44	0.580909091	0.575	-4.398947262	HIP37349        	114.9972	-3.59751	2252	HIP37349        	HD 61606                 	07 39 59.3285412183 -03 35 51.026043193	K3V              	0
114.9972022	-3.5975072	2782	HD61606  	K2V                 	0.891	6.419096736	70.44	                 	0.5698	-4.403458963	HD61606         	114.9972	-3.59751	2253	HD61606         	HD 61606                 	07 39 59.3285412183 -03 35 51.026043193	K3V              	0
115.0331289	-44.4305086	4668	HD62061  	G2V                 	0.584	3.227248867	13.85	0.157	                 	-4.892317288	HD62061         	115.03313	-44.43051	2254	HD62061         	HD 62061                 	07 40 07.9509294530 -44 25 49.831341601	G2V              	0
115.2265683	-26.3635078	4766	HD61986  	G5V                 	0.626	4.987503866	18.26	0.186	                 	-4.782945828	HD61986         	115.22657	-26.36351	2255	HD61986         	HD 61986                 	07 40 54.3764278789 -26 21 48.627502752	G5V              	0
115.5082397	-11.8526861	615	HD62128  	G5                  	0.717	3.96003561	19.32	                 	0.145333333	-5.075179343	HD62128         	115.50824	-11.85269	2256	HD62128         	HD 62128                 	07 42 01.9775347252 -11 51 09.670272103	G3V              	0
115.6502586	-59.2974275	4424	HIP37563 	G1 V CH-0.5         	0.637	4.560667141	30.07	0.347	                 	-4.386246977	HIP37563        	115.65026	-59.29743	2257	HIP37563        	HD 62850                 	07 42 36.0620508430 -59 17 50.739243697	G3V              	0
115.6502586	-59.2974275	4425	HD62850  	G3V                 	0.637	4.560667141	30.07	0.427	                 	-4.271662272	HD62850         	115.65026	-59.29743	2258	HD62850         	HD 62850                 	07 42 36.0620508430 -59 17 50.739243697	G3V              	0
115.8394864	-52.1640306	4623	HIP37635 	F9 V                	0.55	4.291107179	33.13	0.285	                 	-4.427179599	HIP37635        	115.83949	-52.16403	2259	HIP37635        	HD 62848                 	07 43 21.4767567223 -52 09 50.509860218	F9V              	0
115.8394864	-52.1640306	4624	HD62848  	F9V                 	0.55	4.291107179	33.13	0.31	                 	-4.376228398	HD62848         	115.83949	-52.16403	2260	HD62848         	HD 62848                 	07 43 21.4767567223 -52 09 50.509860218	F9V              	0
116.0521333	-50.4567258	4627	HIP37718 	F9 V Fe-0.5         	0.527	4.196073506	32.45	0.291	                 	-4.397218537	HIP37718        	116.05213	-50.45673	2261	HIP37718        	HD 63008                 	07 44 12.5120116738 -50 27 24.213363978	F9VFe-0.5        	0
116.0686497	-50.4666153	4625	HIP37727 	G5 V                	0.7	5.158958248	33.25	0.277	                 	-4.581174065	HIP37727        	116.06865	-50.46662	2262	HIP37727        	CD-50 2948               	07 44 16.4759257725 -50 27 59.814489387	G5V              	0
116.0686497	-50.4666153	4626	HIP37727 	G5V                 	0.7	5.158958248	33.25	                 	0.296	-4.541187885	HIP37727        	116.06865	-50.46662	2263	HIP37727        	CD-50 2948               	07 44 16.4759257725 -50 27 59.814489387	G5V              	0
116.0822742	-5.0549447	2779	HD62549  	G1V                 	0.612	4.364954277	21.33	                 	0.15	-4.957112687	HD62549         	116.08227	-5.05494	2264	HD62549         	HD 62549                 	07 44 19.7458274021 -05 03 17.800935868	G2/3V            	0
116.1673858	3.5524661	2800	GJ285    	                    	1.606	12.3499948	      	20.2831334	20.31970736	-3.681551244	GJ285           	116.16739	3.55247	2265	GJ285           	V* YZ CMi                	07 44 40.1726285952 +03 33 08.877830321	M4.0Ve           	0
116.1673858	3.5524661	6205	HIP37766 	tmp                 	1.6	12.32415905	168.59	                 	32.32083333	-3.470541308	HIP37766        	116.16739	3.55247	2266	HIP37766        	V* YZ CMi                	07 44 40.1726285952 +03 33 08.877830321	M4.0Ve           	0
116.1962642	-33.7317564	6626	HD62911  	K0V                 	0.793	5.035972075	21.34	0.398	                 	-4.474827968	HD62911         	116.19626	-33.73176	2267	HD62911         	HD 62911                 	07 44 47.10339 -33 43 54.3231          	K0V              	0
116.2549172	2.1373853	2798	HIP37798 	tmp                 	1.349	8.231560213	40.58	                 	1.374285714	-4.528489105	HIP37798        	116.25492	2.13739	2268	HIP37798        	BD+02 1766               	07 45 01.1801564395 +02 08 14.587138412	K7V              	0
116.3954964	-34.1725789	5492	HIP37853 	F9V                 	0.589	4.450799432	65.79	0.159	0.161	-4.873170902	HIP37853        	116.3955	-34.17258	2269	HIP37853        	* 171 Pup                	07 45 34.9191268687 -34 10 21.283643355	F9V              	0
116.3954964	-34.1725789	5493	HD63077  	F9V                 	0.589	4.450799432	65.79	0.178	                 	-4.78725435	HD63077         	116.3955	-34.17258	2270	HD63077         	* 171 Pup                	07 45 34.9191268687 -34 10 21.283643355	F9V              	0
116.3954964	-34.1725789	5494	HIP37853 	F9 V                	0.589	4.450799432	65.79	0.186	                 	-4.752038303	HIP37853        	116.3955	-34.17258	2271	HIP37853        	* 171 Pup                	07 45 34.9191268687 -34 10 21.283643355	F9V              	0
116.4869561	-14.5638069	5491	HD62952  	F2V                 	0.315999985	0.736382328	13.87	0.2379	0.2377	-4.446581056	HD62952         	116.48696	-14.56381	2272	HD62952         	* 4 Pup                  	07 45 56.8694935034 -14 33 49.705252969	F2V              	0
116.5618461	-59.8140653	4427	HIP37918 	K0 IV-V (k)         	0.782	5.393758502	27.59	0.423	                 	-4.429915726	HIP37918        	116.56185	-59.81407	2273	HIP37918        	HD 63581                 	07 46 14.8430539140 -59 48 50.634602772	K0IV-V(k)        	0
116.5706703	-59.8094986	4426	HIP37923 	K0 IV-V (k)         	0.787	6.084436906	36.55	0.409	                 	-4.453461859	HIP37923        	116.57067	-59.8095	2274	HIP37923        	HD 63608                 	07 46 16.9608861560 -59 48 34.194570827	K0IV-V(k)        	0
116.7437719	26.0247733	5251	HD62857  	G5IV                	0.687	4.887708442	18.86	                 	0.3175	-4.486664234	HD62857         	116.74377	26.02477	2275	HD62857         	HD 62857                 	07 46 58.5052334453 +26 01 29.184342428	G5IV             	0
116.8326142	44.6573533	5276	HD62694  	G5                  	0.688	4.312209018	11.18	                 	0.153333333	-4.999750708	HD62694         	116.83261	44.65735	2276	HD62694         	HD 62694                 	07 47 19.8274119647 +44 39 26.472158460	G5               	0
116.8772436	70.2067217	5487	HIP38018 	G6V                 	0.712	4.788390749	35.13	0.241333333	0.242	-4.678209085	HIP38018        	116.87724	70.20672	2277	HIP38018        	HD 61994                 	07 47 30.5384617494 +70 12 24.198261184	G6V              	0
116.8772436	70.2067217	5488	HD61994  	G6V                 	0.697999954	4.947259034	37.45	0.314066667	0.3204	-4.492645777	HD61994         	116.87724	70.20672	2278	HD61994         	HD 61994                 	07 47 30.5384617494 +70 12 24.198261184	G6V              	0
116.8772436	70.2067217	5489	HD61994  	G6V                 	0.712	4.788390749	35.13	                 	0.272	-4.604608671	HD61994         	116.87724	70.20672	2279	HD61994         	HD 61994                 	07 47 30.5384617494 +70 12 24.198261184	G6V              	0
116.9571675	-54.2641442	4619	HIP38041 	G9 V                	0.745	5.532860753	30.66	0.182	                 	-4.910368301	HIP38041        	116.95717	-54.26414	2280	HIP38041        	HD 63765                 	07 47 49.7202294000 -54 15 50.919375231	G9V              	1
116.9571675	-54.2641442	4620	HD63765  	G9V                 	0.745	5.532860753	30.66	0.179282094	0.180835142	-4.915273291	HD63765         	116.95717	-54.26414	2281	HD63765         	HD 63765                 	07 47 49.7202294000 -54 15 50.919375231	G9V              	1
116.9863264	-12.1927056	6627	HIP38048 	F5.5 V              	0.478	3.076514246	33.06	0.204	                 	-4.604469276	HIP38048        	116.98633	-12.19271	2282	HIP38048        	* 5 Pup                  	07 47 56.71834 -12 11 33.7401          	F5.5V            	1
117.1648469	53.6485667	5490	HIP38117 	tmp                 	1.068	6.762914384	38.07	                 	0.324357143	-4.900507561	HIP38117        	117.16485	53.64857	2283	HIP38117        	HD 233453                	07 48 39.5632813924 +53 38 54.840108487	K3.5V            	0
117.1786314	-30.25468	4744	HD63637  	G2V                 	0.647	3.349188123	14.65	0.137	                 	-5.077093051	HD63637         	117.17863	-30.25468	2284	HD63637         	HD 63637                 	07 48 42.8715235406 -30 15 16.848035231	G2V              	0
117.3610381	-59.3808428	4428	HD64184  	G3V                 	0.675	4.873433715	29.97	0.184	                 	-4.835204681	HD64184         	117.36104	-59.38084	2285	HD64184         	HD 64184                 	07 49 26.6491510689 -59 22 51.033541430	G3V              	0
117.3610381	-59.3808428	4429	HIP38179 	G3 V                	0.675	4.873433715	29.97	0.207	                 	-4.747782689	HIP38179        	117.36104	-59.38084	2286	HIP38179        	HD 64184                 	07 49 26.6491510689 -59 22 51.033541430	G3V              	0
117.4386014	-20.2076322	4843	HD63754  	G0V                 	0.579	2.974526765	19.36	                 	0.138	-5.018492729	HD63754         	117.4386	-20.20763	2287	HD63754         	HD 63754                 	07 49 45.2643196657 -20 12 27.476155389	G0V              	0
117.4386014	-20.2076322	4844	HIP38216 	G0V                 	0.579	2.974526765	19.36	0.1324375	0.132	-5.069169083	HIP38216        	117.4386	-20.20763	2288	HIP38216        	HD 63754                 	07 49 45.2643196657 -20 12 27.476155389	G0V              	0
117.4726625	86.3652811	1506	HD56322  	G0                  	0.601	4.510654784	21.19	                 	0.312	-4.414831472	HD56322         	117.47266	86.36528	2289	HD56322         	HD 56322                 	07 49 53.4389989236 +86 21 55.012467604	G0               	0
117.4794183	27.3631831	5252	HIP38228 	G5IV                	0.682	5.206223045	45.84	0.387	0.387	-4.369864476	HIP38228        	117.47942	27.36318	2290	HIP38228        	HD 63433                 	07 49 55.0604326704 +27 21 47.458599312	G5IV             	0
117.4794183	27.3631831	5253	HD63433  	G5IV                	0.682	5.206223045	45.84	                 	0.401625	-4.349613041	HD63433         	117.47942	27.36318	2291	HD63433         	HD 63433                 	07 49 55.0604326704 +27 21 47.458599312	G5IV             	0
117.7639381	-50.3050022	4641	HIP38324 	K6 V                	1.192	7.344986087	28.51	0.622	                 	-4.712832125	HIP38324        	117.76394	-50.305	2292	HIP38324        	CD-49 3115               	07 51 03.3451378887 -50 18 18.007572732	K6V              	0
117.8046006	32.9798986	5258	HIP38340 	tmp                 	0.675	4.679253372	12.76	                 	0.252	-4.61528836	HIP38340        	117.8046	32.9799	2293	HIP38340        	BD+33 1603               	07 51 13.1041265165 +32 58 47.634917902	G0               	0
117.9429289	-13.8980325	6628	HIP38382 	G0 V                	0.6	4.050032307	59.98	0.175	                 	-4.810053265	HIP38382        	117.94293	-13.89803	2294	HIP38382        	* 9 Pup                  	07 51 46.30295 -13 53 52.9169          	G0V              	0
117.9429289	-13.8980325	6629	HD64096  	G0V                 	0.600000381	4.07200461	60.59	0.164610019	0.1642	-4.86429788	HD64096         	117.94293	-13.89803	2295	HD64096         	* 9 Pup                  	07 51 46.30295 -13 53 52.9169          	G0V              	0
117.9828606	-11.0329753	2763	HIP38392 	G7 V                	0.721	5.207060628	31.58	0.197	                 	-4.82789283	HIP38392        	117.98286	-11.03298	2296	HIP38392        	HD 64114                 	07 51 55.8865629470 -11 01 58.710619669	G7V              	0
117.9828606	-11.0329753	2764	HD64114  	G7V                 	0.721	5.207060628	31.58	                 	0.218	-4.756638978	HD64114         	117.98286	-11.03298	2297	HD64114         	HD 64114                 	07 51 55.8865629470 -11 01 58.710619669	G7V              	0
118.0652583	-34.7054408	6630	HIP38423 	F5 V Fe-0.5         	0.47	3.730682262	55.48	0.322	                 	-4.299230978	HIP38423        	118.06526	-34.70544	2298	HIP38423        	* 212 Pup                	07 52 15.66199 -34 42 19.5867          	F5VFe-0.5        	0
118.3879944	30.6050731	6948	HIP38541 	K0:V_Fe-3           	0.621	6.008258292	35.29	0.143055556	0.143	-5.011757367	HIP38541        	118.38799	30.60507	2299	HIP38541        	HD 64090                 	07 53 33.1186555870 +30 36 18.263360879	K0:V_Fe-3        	0
118.3879944	30.6050731	6949	HD64090  	K0:V_Fe-3           	0.621	6.008258292	35.29	                 	0.188	-4.770333517	HD64090         	118.38799	30.60507	2300	HD64090         	HD 64090                 	07 53 33.1186555870 +30 36 18.263360879	K0:V_Fe-3        	0
118.4221639	-63.6473203	4419	HIP38558 	G5 V                	0.672	5.2135316	28.1	0.175	                 	-4.872131738	HIP38558        	118.42216	-63.64732	2301	HIP38558        	HD 65216                 	07 53 41.3193105336 -63 38 50.353209584	G5V              	1
118.545345	-25.3031725	4748	HIP38594 	M                   	1.385	8.294652679	51.16	                 	1.087	-4.679324153	HIP38594        	118.54534	-25.30317	2302	HIP38594        	CD-24 6144               	07 54 10.8827709147 -25 18 11.420592819	M0               	0
118.5474997	-37.4883119	4671	HIP38596 	K4- V (k)           	1.058	6.944367918	30.4	0.803	                 	-4.435120641	HIP38596        	118.5475	-37.48831	2303	HIP38596        	CD-37 4026               	07 54 11.3999295138 -37 29 17.923093916	~                	0
118.6424153	-1.4122797	5495	HD64606  	K0V                 	0.731999874	5.918274549	49.78	0.1786	0.1757	-4.925041666	HD64606         	118.64242	-1.41228	2304	HD64606         	HD 64606                 	07 54 34.1796660767 -01 24 44.207014054	K0V              	0
118.6424153	-1.4122797	5496	HIP38625 	K0VFe-1.5           	0.739	6.010434269	52.01	0.176	0.176	-4.930441331	HIP38625        	118.64242	-1.41228	2305	HIP38625        	HD 64606                 	07 54 34.1796660767 -01 24 44.207014054	K0V              	0
118.7020611	34.6197867	5259	HD64324  	G0                  	0.659	5.041232873	28.33	                 	0.324714286	-4.445633463	HD64324         	118.70206	34.61979	2306	HD64324         	HD 64324                 	07 54 48.4946449910 +34 37 11.232443587	G0               	0
118.7020611	34.6197867	5260	HIP38647 	G0                  	0.659	5.041232873	28.33	0.240666667	0.24	-4.631469355	HIP38647        	118.70206	34.61979	2307	HIP38647        	HD 64324                 	07 54 48.4946449910 +34 37 11.232443587	G0               	0
118.7252642	19.2363406	5141	HIP38657 	K2.5V               	0.95	6.257020409	50.05	0.186625	0.187	-5.101525754	HIP38657        	118.72526	19.23634	2308	HIP38657        	HD 64468                 	07 54 54.0634088964 +19 14 10.826042815	K2.5V            	0
118.8809708	8.8628411	2830	HD64685  	F3V                 	0.409999847	2.843743222	25.63	0.5288	0.5306	-3.992923696	HD64685         	118.88097	8.86284	2309	HD64685         	HD 64685                 	07 55 31.4330174367 +08 51 46.227702047	F3V              	0
118.9926128	-9.7972036	2765	HD64942  	G5V                 	0.671	4.948802453	20.69	                 	0.356	-4.405061662	HD64942         	118.99261	-9.7972	2310	HD64942         	HD 64942                 	07 55 58.2270625134 -09 47 49.933268457	G3/5V            	0
119.0717836	80.2655431	1495	HIP38784 	G8V                 	0.719	5.392080441	58.67	0.1985	0.1975	-4.824087846	HIP38784        	119.07178	80.26554	2311	HIP38784        	HD 62613                 	07 56 17.2280848677 +80 15 55.954609278	G9               	0
119.0717836	80.2655431	1496	HD62613  	G8V                 	0.730000019	5.395036763	58.48	0.1921	0.1921	-4.855170483	HD62613         	119.07178	80.26554	2312	HD62613         	HD 62613                 	07 56 17.2280848677 +80 15 55.954609278	G9               	0
119.0717836	80.2655431	1497	HD62613  	G8V                 	0.719	5.392080441	58.67	                 	0.18632	-4.867237745	HD62613         	119.07178	80.26554	2313	HD62613         	HD 62613                 	07 56 17.2280848677 +80 15 55.954609278	G9               	0
119.2652556	1.5132475	2797	HD65080  	G0                  	0.638	4.554059519	18.57	                 	0.20125	-4.733990533	HD65080         	119.26526	1.51325	2314	HD65080         	HD 65080                 	07 57 03.6613480140 +01 30 47.690766689	G0V              	0
119.4454772	-60.30307	4420	HD65907  	F9.5V               	0.573	4.543536437	61.76	0.191	                 	-4.718684574	HD65907         	119.44548	-60.30307	2315	HD65907         	HD 65907                 	07 57 46.9145300342 -60 18 11.051586167	F9.5V            	0
119.4454772	-60.30307	4421	HD65907A 	tmp                 	0.573	4.543536437	61.76	0.119471334	0.119467692	-5.195459347	HD65907A        	119.44548	-60.30307	2316	HD65907A        	HD 65907                 	07 57 46.9145300342 -60 18 11.051586167	F9.5V            	0
119.4454772	-60.30307	4422	HIP38908 	F9.5 V              	0.573	4.543536437	61.76	0.179	                 	-4.770170356	HIP38908        	119.44548	-60.30307	2317	HIP38908        	HD 65907                 	07 57 46.9145300342 -60 18 11.051586167	F9.5V            	0
119.4521628	-33.9520111	386	HIP38910 	K4.5 V (k)          	1.136	7.516758479	54.62	0.722	                 	-4.57663887	HIP38910        	119.45216	-33.95201	2318	HIP38910        	CD-33 4354               	07 57 48.5190668082 -33 57 07.239591475	K4.5Vk:          	0
119.4521628	-33.9520111	387	HIP38910 	K4.5Vk:             	1.136	7.516758479	54.62	                 	0.621	-4.64881522	HIP38910        	119.45216	-33.95201	2319	HIP38910        	CD-33 4354               	07 57 48.5190668082 -33 57 07.239591475	K4.5Vk:          	0
119.4907678	-0.8144097	504	HIP38931 	K3V                 	1.065	6.839256718	57.26	0.312388889	0.3175	-4.908717511	HIP38931        	119.49077	-0.81441	2320	HIP38931        	HD 65277                 	07 57 57.7842802784 -00 48 51.874649687	K4V              	0
119.4907678	-0.8144097	505	HD65277  	K3V                 	1.065	6.839256718	57.26	                 	0.240192308	-5.067177801	HD65277         	119.49077	-0.81441	2321	HD65277         	HD 65277                 	07 57 57.7842802784 -00 48 51.874649687	K4V              	0
119.4907678	-0.8144097	506	HD65277  	K3V                 	1.065	6.839256718	57.26	0.187854559	0.187205859	-5.223196025	HD65277         	119.49077	-0.81441	2322	HD65277         	HD 65277                 	07 57 57.7842802784 -00 48 51.874649687	K4V              	0
119.5182103	-25.6266283	4834	HIP38939 	K4- V (k)           	1.043	7.118257219	54.91	0.648	                 	-4.519909933	HIP38939        	119.51821	-25.62663	2323	HIP38939        	HD 65486                 	07 58 04.3704847018 -25 37 35.861805940	K4Vk:+T4.5       	0
119.5182103	-25.6266283	4835	HD65486  	K4Vk:+T4.5          	1.043	7.118257219	54.91	                 	0.5763	-4.576946542	HD65486         	119.51821	-25.62663	2324	HD65486         	HD 65486                 	07 58 04.3704847018 -25 37 35.861805940	K4Vk:+T4.5       	0
119.5182103	-25.6266283	4836	HIP38939 	K4Vk:+T4.5          	1.043	7.118257219	54.91	0.756666667	0.758	-4.444795629	HIP38939        	119.51821	-25.62663	2325	HIP38939        	HD 65486                 	07 58 04.3704847018 -25 37 35.861805940	K4Vk:+T4.5       	0
119.60662	-15.0204581	636	HIP38969 	tmp                 	1.123	6.710034715	30.2	                 	0.434857143	-4.809906599	HIP38969        	119.60662	-15.02046	2326	HIP38969        	BD-14 2308               	07 58 25.5888038799 -15 01 13.649434193	M0               	0
119.6536947	-34.9447481	4679	HIP38980 	G9 V                	0.739	5.615045112	34.12	0.194	                 	-4.856851447	HIP38980        	119.65369	-34.94475	2327	HIP38980        	HD 65721                 	07 58 36.8867072968 -34 56 41.093443957	G9V              	0
119.6536947	-34.9447481	4680	HD65721  	G9V                 	0.739	5.615045112	34.12	0.261	                 	-4.658145674	HD65721         	119.65369	-34.94475	2328	HD65721         	HD 65721                 	07 58 36.8867072968 -34 56 41.093443957	G9V              	0
119.7174092	-13.3152214	4848	HD65562  	K2+V                	0.869	6.085747606	28.52	0.147713001	0.147869944	-5.198659256	HD65562         	119.71741	-13.31522	2329	HD65562         	HD 65562                 	07 58 52.1782197352 -13 18 54.796562946	K2+V             	0
119.7174092	-13.3152214	4849	HIP38998 	K2+ V               	0.869	6.085747606	28.52	0.162	                 	-5.123716118	HIP38998        	119.71741	-13.31522	2330	HIP38998        	HD 65562                 	07 58 52.1782197352 -13 18 54.796562946	K2+V             	0
119.8914025	20.8439428	5497	HIP39064 	K0V                 	0.833	5.857921332	43.21	0.168777778	0.169	-5.054712077	HIP39064        	119.8914	20.84394	2331	HIP39064        	HD 65430                 	07 59 33.9366319995 +20 50 38.194256358	K0V              	1
119.8914025	20.8439428	5498	HD65430  	K0V                 	0.833	5.857921332	43.21	                 	0.15676	-5.114944875	HD65430         	119.8914	20.84394	2332	HD65430         	HD 65430                 	07 59 33.9366319995 +20 50 38.194256358	K0V              	1
