#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2019-06-20T15:32:30 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5d0ba5a703f5	
#INFO	-out.max=unlimited	
#INFO	queryParameters=32	
#-oc.form=dec
#-out.max=unlimited
#-order=I
#-nav=cat:J/A+A/612/A99&tab:{J/A+A/612/A99/ngc6633}&key:source=J/A+A/612/A99/ic4665&HTTPPRM:&&-ref=VIZ5d0ba5a703f5&-out.max=50&-out.form=HTML Table&-oc.form=sexa&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-order=I&-out=CName&-out=Cluster&-out=Inst&-out=Teff&-out=e_Teff&-out=logg&-out=e_logg&-out=[Fe/H]&-out=e_[Fe/H]&-out=l_EWLi&-out=EWLi&-out=e_EWLi&-out=f_EWLi&-out=Gamma&-out=e_Gamma&-out=RV&-out=e_RV&-out=MembPA&-out=MembPB&-out=ID&-out=_RA&-out=_DE&-file=.&-meta.ucd=0&-meta=0&-usenav=1&-bmark=POST&-out.src=J/A+A/612/A99/ngc2451&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source= J/A+A/612/A99/ngc6633
#-out=CName
#-out=Cluster
#-out=Inst
#-out=Teff
#-out=e_Teff
#-out=logg
#-out=e_logg
#-out=[Fe/H]
#-out=e_[Fe/H]
#-out=l_EWLi
#-out=EWLi
#-out=e_EWLi
#-out=f_EWLi
#-out=Gamma
#-out=e_Gamma
#-out=RV
#-out=e_RV
#-out=MembPA
#-out=MembPB
#-out=ID
#-out=_RA
#-out=_DE
#-out.src=J/A+A/612/A99/ngc2451
#

#RESOURCE=yCat_36120099
#Name: J/A+A/612/A99
#Title: Gaia-ESO Survey in 7 open star cluster fields (Randich+, 2018)
#Table	J_A_A_612_A99_ngc6633:
#Name: J/A+A/612/A99/ngc6633
#Title: Parameters for NGC6633
#Column	CName	(A16)	Star ID (HHMMSSss+DDMMSSs)	[ucd=meta.id;meta.main]
#Column	Cluster	(A7)	Cluster name	[ucd=meta.id.parent]
#Column	Inst	(A7)	Intrument XX	[ucd=meta.note]
#Column	Teff	(I5)	Effective temperature	[ucd=phys.temperature.effective]
#Column	e_Teff	(I4)	? Effective temperature error [NULL integer written as an empty string]	[ucd=stat.error;phys.temperature.effective]
#Column	logg	(F8.3)	? 10-logarithm surface gravity	[ucd=phys.gravity]
#Column	e_logg	(F8.3)	? 10-logarithm surface gravity error	[ucd=stat.error]
#Column	[Fe/H]	(F8.3)	? Metallicity	[ucd=phys.abund.Z]
#Column	e_[Fe/H]	(F8.3)	? Metallicity error	[ucd=stat.error;phys.abund.Fe]
#Column	l_EWLi	(A1)	[<] Upper limit flag on EWLi	[ucd=meta.code.error]
#Column	EWLi	(F8.3)	? Lithium line equivalent width	[ucd=spect.line.eqWidth]
#Column	e_EWLi	(F8.3)	? Lithium line equivalent width error	[ucd=stat.error]
#Column	f_EWLi	(I4)	[0/3]? Flag for lithium line equivalent width (1) [NULL integer written as an empty string]	[ucd=meta.code]
#Column	Gamma	(F8.3)	? Gamma index	[ucd=meta.code;spect.index;em.gamma]
#Column	e_Gamma	(F8.3)	? Gamma index error	[ucd=stat.error]
#Column	RV	(F8.3)	? Radial velocity	[ucd=phys.veloc;pos.heliocentric]
#Column	e_RV	(F8.3)	? Radial velocity error	[ucd=stat.error]
#Column	MembPA	(F6.3)	? Membership probability: population A	[ucd=stat.probability]
#Column	MembPB	(F6.3)	? Membership probability: population B	[ucd=stat.probability]
#Column	ID	(I4)	Sequential ID number	[ucd=meta.id]
#Column	_RA	(F9.5)	Positions from CName (right ascension part)	[ucd=pos.eq.ra;meta.main]
#Column	_DE	(F9.5)	Positions from CName (declination part)	[ucd=pos.eq.dec;meta.main]
CName;Cluster;Inst;Teff;e_Teff;logg;e_logg;[Fe/H];e_[Fe/H];l_EWLi;EWLi;e_EWLi;f_EWLi;Gamma;e_Gamma;RV;e_RV;MembPA;MembPB;ID;_RA;_DE
18261346+0625205;NGC6633;GIRAFFE; 4849;  87;   4.000;   0.250;  -0.178;   0.100; ;  54.200;        ;    ;        ;        ; -61.255;   0.763; 0.029;      ; 100;276.55608;+06.42236
18261369+0623089;NGC6633;GIRAFFE; 4992; 175;   3.050;   2.300;  -0.600;   0.290; ; 132.100;        ;    ;   0.960;        ;  55.049;   0.837; 0.010;      ; 101;276.55704;+06.38581
18261458+0623223;NGC6633;GIRAFFE; 4934; 216;   3.700;   0.870;  -1.277;   0.280; ;        ;        ;    ;        ;        ;-180.571;   3.777;      ;      ; 102;276.56075;+06.38953
18261461+0627564;NGC6633;GIRAFFE; 4989; 238;   2.630;   0.260;  -0.432;   0.200; ;  47.900;        ;    ;   1.028;        ;  -6.563;   0.894;      ;      ; 103;276.56087;+06.46567
18261525+0625520;NGC6633;GIRAFFE; 4260;    ;   4.996;        ;   1.119;        ; ;        ;        ;    ;        ;        ; -54.473;   1.481;      ;      ; 104;276.56354;+06.43111
18261673+0620132;NGC6633;GIRAFFE; 4701; 122;   2.660;   0.330;   0.088;   0.270; ;  46.000;        ;    ;   1.020;        ;  76.121;   0.246;      ;      ; 105;276.56971;+06.33700
18261709+0618489;NGC6633;GIRAFFE; 4637;  70;   2.720;   0.390;   0.087;   0.200; ;  20.900;        ;    ;   1.007;        ;   5.667;   0.257;      ;      ; 106;276.57121;+06.31358
18261731+0617562;NGC6633;GIRAFFE; 4086; 272;   4.760;   0.270;  -0.171;   0.160; ;  66.600;        ;    ;   0.874;        ;  -1.592;   0.317; 0.006;      ; 107;276.57212;+06.29894
18261782+0623259;NGC6633;GIRAFFE; 4763; 216;   3.210;   0.580;  -0.487;   0.180; ;  66.800;        ;    ;   0.980;        ; -25.385;   0.729; 0.381;      ; 108;276.57425;+06.39053
18261855+0620540;NGC6633;GIRAFFE; 4692; 267;   2.810;   0.500;  -0.121;   0.250; ;  23.400;        ;    ;   1.018;        ; -30.547;   0.270;      ;      ; 109;276.57729;+06.34833
18261878+0625333;NGC6633;GIRAFFE; 5147; 189;   3.060;   0.880;  -0.447;   0.230; ;  21.600;        ;    ;   1.029;        ;  17.291;   0.299;      ;      ; 110;276.57825;+06.42592
18261883+0625488;NGC6633;GIRAFFE; 4449; 220;   2.460;   0.440;   0.278;   0.330; ;  88.200;        ;    ;   1.040;        ; -40.336;   0.273;      ;      ; 111;276.57846;+06.43022
18261997+0624559;NGC6633;GIRAFFE; 4689; 216;   2.670;   0.400;  -0.060;   0.230; ;  25.400;        ;    ;   1.024;        ; -24.016;   0.285;      ;      ; 112;276.58321;+06.41553
18262012+0618471;NGC6633;GIRAFFE; 3916; 332;   4.580;   0.090;  -0.311;   0.270; ; 101.800;        ;    ;   0.814;        ; -27.280;   0.335; 0.771;      ; 113;276.58383;+06.31308
18262030+0619328;NGC6633;GIRAFFE; 4846; 176;   2.640;   0.360;  -0.022;   0.150; ;  12.200;        ;    ;   1.017;        ;   2.461;   0.253;      ;      ; 114;276.58458;+06.32578
18262037+0620554;NGC6633;GIRAFFE; 4295; 200;   4.860;   0.240;  -0.058;   0.190; ;  34.800;        ;    ;   0.898;        ;  26.575;   0.276; 0.004;      ; 115;276.58487;+06.34872
18262203+0624068;NGC6633;GIRAFFE; 4624; 154;   2.790;   0.430;   0.255;   0.320; ;  59.000;        ;    ;   1.006;        ;   9.592;   0.253;      ;      ; 116;276.59179;+06.40189
18262269+0627312;NGC6633;GIRAFFE; 3907; 368;   4.670;   0.280;  -0.689;   0.580; ;  55.700;        ;    ;   0.836;        ; -45.391;   0.296; 0.039;      ; 117;276.59454;+06.45867
18262282+0621399;NGC6633;GIRAFFE; 4687; 323;   2.430;   0.420;  -0.336;   0.130; ;  10.900;        ;    ;   1.020;        ; -65.268;   0.261;      ;      ; 118;276.59508;+06.36108
18262335+0626314;NGC6633;GIRAFFE; 4621; 131;   2.710;   0.420;   0.216;   0.230; ;  41.400;        ;    ;   1.014;        ;  13.125;   0.241;      ;      ; 119;276.59729;+06.44206
18262343+0619477;NGC6633;GIRAFFE; 4319; 185;   4.320;   0.620;  -0.090;   0.390; ; 136.400;        ;    ;   0.953;        ;  50.025;   0.532; 0.008;      ; 120;276.59762;+06.32992
18262345+0620532;NGC6633;GIRAFFE; 4118; 260;   1.970;   0.650;  -0.002;   0.370; ;  58.800;        ;    ;   1.040;        ; -68.082;   0.252;      ;      ; 121;276.59771;+06.34811
18262349+0627351;NGC6633;GIRAFFE; 4222; 260;   4.950;   0.370;  -0.362;   0.250; ;  49.100;        ;    ;   0.884;        ; -46.072;   0.296; 0.041;      ; 122;276.59787;+06.45975
18262363+0623207;NGC6633;GIRAFFE; 4772; 138;   2.850;   0.280;  -0.043;   0.160; ;  25.500;        ;    ;   1.010;        ;  39.086;   0.247;      ;      ; 123;276.59846;+06.38908
18262429+0626399;NGC6633;GIRAFFE; 4183; 264;   4.950;   0.360;  -0.350;   0.210; ;  44.500;        ;    ;   0.850;        ; -52.363;   0.304; 0.029;      ; 124;276.60121;+06.44442
18262554+0618047;NGC6633;GIRAFFE; 5243;  75;   3.920;   0.160;   0.088;   0.130; ;  55.200;        ;    ;   0.991;        ;   1.571;   0.256; 0.006;      ; 125;276.60642;+06.30131
18262569+0615456;NGC6633;GIRAFFE; 4484;  73;   4.870;   0.180;  -0.032;   0.090; ; 119.000;        ;    ;        ;        ;  57.672;   0.776; 0.014;      ; 126;276.60704;+06.26267
18262572+0630228;NGC6633;GIRAFFE; 5024;  96;   3.430;   0.270;  -0.037;   0.130; ;  26.600;        ;    ;   1.004;        ; -55.239;   0.243;      ;      ; 127;276.60717;+06.50633
18262577+0630370;NGC6633;GIRAFFE; 3969; 260;   4.640;   0.110;   0.006;   0.200; ;  54.900;        ;    ;   0.831;        ; -27.716;   0.366; 0.837;      ; 128;276.60737;+06.51028
18262609+0613417;NGC6633;GIRAFFE; 4459; 252;   4.830;   0.350;  -0.341;   0.240; ;  21.300;        ;    ;   0.932;        ;  29.941;   0.291; 0.004;      ; 129;276.60871;+06.22825
18262615+0632066;NGC6633;GIRAFFE; 5079;    ;   3.977;        ;  -0.743;        ; ;        ;        ;    ;        ;        ;  14.803;   2.020;      ;      ; 130;276.60896;+06.53517
18262625+0630144;NGC6633;GIRAFFE; 3519;  21;   3.970;   0.140;  -1.242;        ; ;  28.900;        ;    ;   0.857;        ; -24.543;   0.346; 0.205;      ; 131;276.60937;+06.50400
18262633+0622087;NGC6633;GIRAFFE; 5117; 455;   3.630;   0.720;   0.008;   0.330; ; 108.200;        ;    ;   1.003;        ; 131.631;   1.033;      ;      ; 132;276.60971;+06.36908
18262642+0635517;NGC6633;GIRAFFE; 4707; 140;   2.440;   0.390;  -0.339;   0.130; ;  65.000;        ;    ;   1.035;        ; -34.227;   0.260;      ;      ; 133;276.61008;+06.59769
18262669+0633452;NGC6633;GIRAFFE; 4485; 110;   4.860;   0.310;  -0.070;   0.140; ;        ;        ;    ;        ;        ;  36.145;   1.333; 0.003;      ; 134;276.61121;+06.56256
18262715+0621046;NGC6633;GIRAFFE; 3758; 230;   4.500;   0.240;  -0.026;   0.140; ; 110.900;        ;    ;   0.821;        ;  -9.690;   0.258; 0.012;      ; 135;276.61312;+06.35128
18262749+0636123;NGC6633;GIRAFFE; 3852; 291;   4.600;   0.130;  -0.056;   0.120; ;  23.000;        ;    ;   0.822;        ; -56.664;   0.265; 0.032;      ; 136;276.61454;+06.60342
18262758+0618261;NGC6633;GIRAFFE; 4661; 158;   2.860;   0.430;   0.213;   0.260; ;  38.500;        ;    ;   1.007;        ;  28.447;   0.249;      ;      ; 137;276.61492;+06.30725
18262798+0613556;NGC6633;GIRAFFE; 4778; 100;   4.860;   0.270;   0.530;   0.100; ;        ;        ;    ;        ;        ;  11.000;   0.959; 0.003;      ; 138;276.61658;+06.23211
18262801+0620013;NGC6633;GIRAFFE; 4570; 126;   5.110;   0.210;  -0.591;   0.150; ;  36.000;        ;    ;   0.928;        ; -33.808;   0.726; 0.189;      ; 139;276.61671;+06.33369
18262837+0624127;NGC6633;GIRAFFE; 4940; 143;   2.960;   0.430;  -0.346;   0.170; ;  42.800;        ;    ;   1.013;        ; -24.404;   0.267;      ;      ; 140;276.61821;+06.40353
18262881+0636019;NGC6633;GIRAFFE; 4331;    ;   3.433;        ;   0.570;        ; ;        ;        ;    ;        ;        ;   2.735;   1.017; 0.004;      ; 141;276.62004;+06.60053
18262892+0630286;NGC6633;GIRAFFE; 4848;  71;   5.010;   0.570;  -0.037;   0.240; ;  28.400;        ;    ;   0.936;        ;  -2.174;   0.560; 0.006;      ; 142;276.62050;+06.50794
18262896+0614254;NGC6633;GIRAFFE; 4066; 367;   4.180;   0.370;   0.556;   0.580; ;  46.400;        ;    ;   0.916;        ; -14.701;   0.721; 0.018;      ; 143;276.62067;+06.24039
18262898+0620191;NGC6633;GIRAFFE; 4143; 191;   4.670;   0.200;  -0.271;   0.320; ;  24.700;        ;    ;   0.895;        ; -58.715;   0.391; 0.024;      ; 144;276.62075;+06.33864
18262985+0626034;NGC6633;GIRAFFE; 4698; 105;   3.100;   0.580;   0.255;   0.240; ;  53.200;        ;    ;   1.002;        ;   3.662;   0.259;      ;      ; 145;276.62437;+06.43428
18262995+0644358;NGC6633;GIRAFFE; 5175; 109;   3.570;   0.290;   0.031;   0.220; ;  24.000;        ;    ;   1.003;        ;  23.568;   0.257; 0.004;      ; 146;276.62479;+06.74328
18263012+0616570;NGC6633;GIRAFFE; 3881; 322;   4.930;   0.230;   0.064;   0.240; ;  34.900;        ;    ;   0.801;        ; -61.044;   0.491; 0.025;      ; 147;276.62550;+06.28250
18263022+0620187;NGC6633;GIRAFFE; 4696; 156;   2.920;   0.470;   0.099;   0.270; ;  53.700;        ;    ;   1.008;        ;  13.243;   0.283;      ;      ; 148;276.62592;+06.33853
18263042+0625164;NGC6633;GIRAFFE; 4741; 157;   3.200;   0.590;   0.251;   0.280; ;  25.100;        ;    ;   1.007;        ; -29.522;   0.258;      ;      ; 149;276.62675;+06.42122
18263136+0623283;NGC6633;GIRAFFE; 4821; 107;   2.740;   0.370;  -0.174;   0.230; ;  44.100;        ;    ;   1.021;        ;  81.293;   0.260;      ;      ; 150;276.63067;+06.39119
18263139+0614542;NGC6633;GIRAFFE; 4781;    ;   4.435;        ;  -0.159;        ; ;        ;        ;    ;        ;        ; -20.546;   1.353; 0.052;      ; 151;276.63079;+06.24839
18263157+0637178;NGC6633;GIRAFFE; 4338;  58;   5.120;   0.230;  -0.486;   0.060; ;  95.800;        ;    ;        ;        ;  -8.867;   0.883; 0.009;      ; 152;276.63154;+06.62161
18263178+0624323;NGC6633;GIRAFFE; 4461; 188;   2.720;   0.330;   0.369;   0.260; ;  45.100;        ;    ;   1.002;        ;  25.199;   0.243;      ;      ; 153;276.63242;+06.40897
18263195+0622211;NGC6633;GIRAFFE; 4775; 195;   4.660;   0.320;  -0.101;   0.130; ;  17.500;        ;    ;   0.965;        ;  -8.742;   0.241; 0.012;      ; 154;276.63312;+06.37253
18263202+0619447;NGC6633;GIRAFFE; 5090;  42;   3.280;   0.340;  -0.127;   0.200; ;  30.100;        ;    ;   1.010;        ; -25.184;   0.249;      ;      ; 155;276.63342;+06.32908
18263272+0628392;NGC6633;GIRAFFE; 4511; 213;   4.580;   0.090;  -0.342;   0.530; ;  26.500;        ;    ;   0.933;        ;  25.000;   0.281; 0.003;      ; 156;276.63633;+06.47756
18263275+0618534;NGC6633;GIRAFFE; 4471; 447;   4.040;   0.530;  -0.028;   0.210; ;  51.800;        ;    ;   0.965;        ; -63.484;   1.017; 0.023;      ; 157;276.63646;+06.31483
18263304+0633395;NGC6633;GIRAFFE; 4333; 299;   2.220;   0.410;   0.138;   0.240; ;  55.000;        ;    ;   1.035;        ; -65.555;   0.279;      ;      ; 158;276.63767;+06.56097
18263384+0616019;NGC6633;GIRAFFE; 4853;  62;   2.950;   0.480;   0.239;   0.210; ;  51.200;        ;    ;   1.012;        ;  -5.304;   0.246;      ;      ; 159;276.64100;+06.26719
18263401+0628302;NGC6633;GIRAFFE; 3613; 126;   4.650;   0.100;  -0.046;   0.120; ;  95.000;        ;    ;   0.794;        ; -27.955;   0.283; 0.863;      ; 160;276.64171;+06.47506
18263404+0625161;NGC6633;GIRAFFE; 4395; 230;   2.140;   0.450;  -0.207;   0.190; ;  14.200;        ;    ;   1.034;        ; -62.754;   0.241;      ;      ; 161;276.64183;+06.42114
18263435+0618424;NGC6633;GIRAFFE; 4482; 138;   4.700;   0.360;   0.220;   0.240; ;  17.500;        ;    ;   0.941;        ;  -4.226;   0.246; 0.007;      ; 162;276.64312;+06.31178
18263438+0616274;NGC6633;GIRAFFE; 4677; 109;   2.950;   0.430;   0.266;   0.240; ;  35.700;        ;    ;   1.007;        ; -29.206;   0.243;      ;      ; 163;276.64325;+06.27428
18263552+0624179;NGC6633;GIRAFFE; 3562; 133;   4.330;   0.110;  -0.066;   0.140; ; 101.200;        ;    ;   0.823;        ;   0.259;   0.353; 0.005;      ; 164;276.64800;+06.40497
18263688+0626296;NGC6633;GIRAFFE; 4540; 249;   4.830;   0.250;  -0.093;   0.160; ;  46.900;        ;    ;   0.933;        ;  13.980;   0.407; 0.003;      ; 165;276.65367;+06.44156
18263707+0635003;NGC6633;GIRAFFE; 4790; 247;   3.300;   0.540;   0.229;   0.260; ;  52.100;        ;    ;   0.999;        ;   9.965;   0.252;      ;      ; 166;276.65446;+06.58342
18263748+0627073;NGC6633;GIRAFFE; 4426; 144;   4.750;   0.260;  -0.049;   0.120; ;  49.600;        ;    ;   0.931;        ;  -6.472;   0.251; 0.009;      ; 167;276.65617;+06.45203
18263754+0615024;NGC6633;GIRAFFE; 4831; 186;   2.880;   0.450;  -0.204;   0.200; ;  57.600;        ;    ;   1.018;        ;  29.047;   0.256;      ;      ; 168;276.65642;+06.25067
18263757+0633234;NGC6633;GIRAFFE; 3828; 397;   4.530;   0.110;  -0.036;   0.140; ;  55.300;        ;    ;   0.815;        ; -29.211;   0.295; 0.888;      ; 169;276.65654;+06.55650
18263791+0627013;NGC6633;GIRAFFE; 4304; 245;   4.620;   0.270;   0.084;   0.170; ;  33.200;        ;    ;   0.920;        ;   5.683;   0.259; 0.004;      ; 170;276.65796;+06.45036
18263832+0617014;NGC6633;GIRAFFE; 4403;  84;   4.430;   0.460;   0.144;   0.400; ;  34.400;        ;    ;   0.953;        ;  55.687;   0.477; 0.011;      ; 171;276.65967;+06.28372
18263842+0616039;NGC6633;GIRAFFE; 3576;  26;   4.370;   0.210;   0.078;        ; ;  50.400;        ;    ;   0.818;        ; -21.352;   0.550; 0.068;      ; 172;276.66008;+06.26775
18263886+0636134;NGC6633;GIRAFFE; 4017; 341;   4.420;   0.180;  -0.067;   0.310; ; 109.200;        ;    ;   0.873;        ;  -4.955;   0.372; 0.008;      ; 173;276.66192;+06.60372
18263942+0637459;NGC6633;GIRAFFE; 4832; 158;   3.290;   0.550;   0.375;   0.280; ;  33.000;        ;    ;   0.997;        ; -13.758;   0.247;      ;      ; 174;276.66425;+06.62942
18263971+0623408;NGC6633;GIRAFFE; 4538; 125;   2.670;   0.460;   0.177;   0.200; ;  48.500;        ;    ;   1.015;        ; -22.145;   0.249;      ;      ; 175;276.66546;+06.39467
18263985+0637317;NGC6633;GIRAFFE; 4611; 304;   3.960;   0.850;   0.065;   0.170; ; 109.200;        ;    ;   0.996;        ; -50.164;   0.399;      ;      ; 176;276.66604;+06.62547
18263986+0630046;NGC6633;GIRAFFE; 4745; 101;   3.300;   0.610;   0.408;   0.270; ;  53.800;        ;    ;   0.993;        ; -48.066;   0.241;      ;      ; 177;276.66608;+06.50128
18263999+0617574;NGC6633;GIRAFFE; 4669;  96;   2.500;   0.240;   0.203;   0.220; ;  46.200;        ;    ;   1.022;        ;  37.092;   0.265;      ;      ; 178;276.66662;+06.29928
18264024+0618536;NGC6633;GIRAFFE; 5515; 117;   3.681;   0.220;  -0.291;   0.094;<;   3.500;        ;   3;   0.998;        ;   7.268;   0.240;      ;      ; 179;276.66767;+06.31489
18264026+0637500;NGC6633;GIRAFFE; 6455;2000;   5.000;   1.000;  -0.130;        ; ;  58.900;        ;    ;   0.999;        ; -24.604;   0.246;      ;      ; 180;276.66775;+06.63056
18264035+0644415;NGC6633;GIRAFFE; 4767; 283;   2.730;   0.640;  -0.330;   0.260; ;  13.300;        ;    ;   1.018;        ; -60.536;   0.268;      ;      ; 181;276.66812;+06.74486
18264038+0627500;NGC6633;GIRAFFE; 5040;  99;   3.490;   0.400;   0.011;   0.170; ;  48.300;        ;    ;   1.004;        ; -15.040;   0.253;      ;      ; 182;276.66825;+06.46389
18264060+0643352;NGC6633;GIRAFFE; 6600;  50;   4.900;   0.200;   0.000;   0.100; ;  61.000;        ;    ;   1.003;        ; -29.375;   0.243;      ;      ; 183;276.66917;+06.72644
18264101+0625374;NGC6633;GIRAFFE; 4723; 103;   2.590;   0.270;   0.209;   0.230; ;  21.100;        ;    ;   1.019;        ;  21.247;   0.244;      ;      ; 184;276.67087;+06.42706
18264123+0616344;NGC6633;GIRAFFE; 4720;  95;   2.660;   0.270;  -0.554;   0.200; ;  69.100;        ;    ;   1.008;        ;  49.067;   0.649;      ;      ; 185;276.67179;+06.27622
18264125+0616285;NGC6633;GIRAFFE; 4700; 227;   2.990;   0.440;  -0.072;   0.140; ;  39.600;        ;    ;   1.016;        ; -11.056;   0.281;      ;      ; 186;276.67187;+06.27458
18264162+0635092;NGC6633;GIRAFFE; 4181; 288;   4.860;   0.400;  -0.184;   0.180; ;  58.600;        ;    ;   0.889;        ; -10.155;   0.299; 0.012;      ; 187;276.67342;+06.58589
18264229+0614150;NGC6633;GIRAFFE; 5179; 362;   4.130;   0.890;  -0.461;   0.910; ;  44.400;        ;    ;   1.005;        ; -49.905;   1.486;      ;      ; 188;276.67621;+06.23750
18264250+0626245;NGC6633;GIRAFFE; 4007; 352;   4.260;   0.290;   0.033;   0.210; ;  86.500;        ;    ;   0.889;        ;   7.565;   0.466; 0.004;      ; 189;276.67708;+06.44014
18264253+0632120;NGC6633;GIRAFFE; 5172; 266;   4.450;   1.010;   0.003;   0.160; ;  60.500;        ;    ;   0.977;        ; -22.134;   0.437; 0.085;      ; 190;276.67721;+06.53667
18264269+0634427;NGC6633;GIRAFFE; 4540; 124;   2.030;   0.310;  -0.204;   0.260; ;  22.000;        ;    ;   1.031;        ; 103.756;   0.242;      ;      ; 191;276.67787;+06.57853
18264281+0632036;NGC6633;GIRAFFE; 4910; 139;   3.000;   0.530;  -0.249;   0.210; ;  38.300;        ;    ;   1.034;        ; -33.774;   0.393;      ;      ; 192;276.67837;+06.53433
18264296+0627090;NGC6633;GIRAFFE; 4442; 105;   4.250;   0.160;  -0.052;   0.160; ;  32.700;        ;    ;   0.952;        ;  -0.258;   0.456; 0.004;      ; 193;276.67900;+06.45250
18264301+0615102;NGC6633;GIRAFFE; 3763; 397;   3.970;   0.140;  -0.286;        ; ;  26.800;        ;    ;   0.855;        ;   2.765;   0.394; 0.004;      ; 194;276.67921;+06.25283
18264323+0618393;NGC6633;GIRAFFE; 3847; 315;   4.560;   0.190;  -0.026;   0.140; ;  71.800;        ;    ;   0.826;        ;  11.137;   0.582; 0.003;      ; 195;276.68012;+06.31092
18264336+0626009;NGC6633;GIRAFFE; 4654; 226;   4.290;   0.390;  -0.090;   0.130; ;  22.200;        ;    ;   0.976;        ;   7.863;   0.379; 0.003;      ; 196;276.68067;+06.43358
18264371+0635507;NGC6633;GIRAFFE; 4777; 210;   4.720;   0.300;   0.225;   0.220; ;  14.700;        ;    ;   0.952;        ;  20.315;   0.285; 0.004;      ; 197;276.68212;+06.59742
18264407+0621195;NGC6633;GIRAFFE; 4369; 192;   2.110;   0.500;  -0.088;   0.310; ;  26.300;        ;    ;   1.028;        ;  16.730;   0.250;      ;      ; 198;276.68362;+06.35542
18264412+0630531;NGC6633;GIRAFFE; 4416; 196;   4.680;   0.190;  -0.057;   0.130; ;  32.300;        ;    ;   0.930;        ;  19.967;   0.251; 0.003;      ; 199;276.68383;+06.51475
18264452+0625459;NGC6633;GIRAFFE; 4565; 121;   2.650;   0.380;   0.104;   0.220; ;  35.100;        ;    ;   1.010;        ; -19.105;   0.260;      ;      ; 200;276.68550;+06.42942
18264518+0633439;NGC6633;GIRAFFE; 5146; 145;   4.520;   0.580;  -0.179;   0.190; ;  28.900;        ;    ;   0.977;        ; -56.386;   0.273; 0.030;      ; 201;276.68825;+06.56219
18264534+0621521;NGC6633;GIRAFFE; 4526; 138;   2.460;   0.320;   0.251;   0.290; ;  14.600;        ;    ;   1.028;        ;  38.792;   0.241;      ;      ; 202;276.68892;+06.36447
18264543+0616326;NGC6633;GIRAFFE; 4726; 174;   4.310;   0.990;  -0.030;   0.190; ;  95.000;        ;    ;   0.968;        ; -17.992;   0.422; 0.031;      ; 203;276.68929;+06.27572
18264554+0625454;NGC6633;GIRAFFE; 4238; 336;   3.900;   0.190;  -0.006;   0.250; ;  86.000;        ;    ;   0.943;        ; -27.021;   0.459; 0.730;      ; 204;276.68975;+06.42928
18264570+0618514;NGC6633;GIRAFFE; 4900; 174;   3.290;   0.360;  -0.101;   0.190; ;  38.100;        ;    ;   1.006;        ; 103.478;   0.255;      ;      ; 205;276.69042;+06.31428
18264594+0636077;NGC6633;GIRAFFE; 5988; 131;   3.970;   0.267;   0.329;   0.102; ;  22.400;        ;    ;   0.997;        ; -16.194;   0.241;      ;      ; 206;276.69142;+06.60214
18264622+0613560;NGC6633;GIRAFFE; 4827; 186;   2.750;   0.400;  -0.112;   0.260; ;  54.100;        ;    ;   1.022;        ;  81.731;   0.270;      ;      ; 207;276.69258;+06.23222
18264659+0620098;NGC6633;GIRAFFE; 4287; 251;   2.410;   0.550;   0.434;   0.300; ;  38.500;        ;    ;   1.035;        ;  -6.671;   0.250;      ;      ; 208;276.69412;+06.33606
18264676+0617107;NGC6633;GIRAFFE; 4599;  88;   2.520;   0.240;   0.221;   0.180; ;  28.700;        ;    ;   1.019;        ; -47.123;   0.339;      ;      ; 209;276.69483;+06.28631
18264736+0614263;NGC6633;GIRAFFE; 4475; 192;   2.340;   0.380;  -0.024;   0.200; ;  42.100;        ;    ;   1.032;        ;  60.416;   0.248;      ;      ; 210;276.69733;+06.24064
18264760+0626343;NGC6633;GIRAFFE; 4021; 257;   4.890;   0.340;  -0.262;   0.250; ;  35.400;        ;    ;   0.856;        ; -27.493;   0.255; 0.804;      ; 211;276.69833;+06.44286
18264780+0617381;NGC6633;GIRAFFE; 4509; 189;   2.940;   0.500;   0.399;   0.290; ;  61.700;        ;    ;   1.001;        ;  -6.097;   0.241;      ;      ; 212;276.69917;+06.29392
18264783+0633089;NGC6633;GIRAFFE; 4469; 136;   4.670;   0.300;  -0.038;   0.130; ;  13.300;        ;    ;   0.942;        ; -28.332;   0.242; 0.886;      ; 213;276.69929;+06.55247
18264806+0618134;NGC6633;GIRAFFE; 4699; 184;   2.750;   0.330;   0.104;   0.300; ;  39.500;        ;    ;   1.015;        ; -86.295;   0.309;      ;      ; 214;276.70025;+06.30372
18264824+0615075;NGC6633;GIRAFFE; 5048;  74;   3.290;   0.360;  -0.057;   0.190; ;  14.900;        ;    ;   1.010;        ; -17.260;   0.248;      ;      ; 215;276.70100;+06.25208
18264833+0620223;NGC6633;GIRAFFE; 4565; 119;   4.510;   0.260;   0.232;   0.200; ;  34.800;        ;    ;   0.957;        ; -22.409;   0.252; 0.087;      ; 216;276.70137;+06.33953
