#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2019-06-20T13:46:06 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5d0b8d99052c	
#INFO	-out.max=unlimited	
#INFO	queryParameters=35	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-order=I
#-out.src=J/A+A/612/A99/ic2391
#-nav=cat:J/A+A/612/A99&tab:{J/A+A/612/A99/ic2391}&key:source=J/A+A/612/A99/ic2391&HTTPPRM:&&-ref=VIZ5d0b8d99052c&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-order=I&-out=CName&-out=Cluster&-out=Inst&-out=Teff&-out=e_Teff&-out=logg&-out=e_logg&-out=[Fe/H]&-out=e_[Fe/H]&-out=l_EWLi&-out=EWLi&-out=e_EWLi&-out=f_EWLi&-out=Gamma&-out=e_Gamma&-out=RV&-out=e_RV&-out=MembPA&-out=MembPB&-out=ID&-out=_RA&-out=_DE&-file=.&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.src=J/A+A/612/A99/ic2391
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/A+A/612/A99/ic2391
#-out=CName
#-out=Cluster
#-out=Inst
#-out=Teff
#-out=e_Teff
#-out=logg
#-out=e_logg
#-out=[Fe/H]
#-out=e_[Fe/H]
#-out=l_EWLi
#-out=EWLi
#-out=e_EWLi
#-out=f_EWLi
#-out=Gamma
#-out=e_Gamma
#-out=RV
#-out=e_RV
#-out=MembPA
#-out=MembPB
#-out=ID
#-out=_RA
#-out=_DE
#

#RESOURCE=yCat_36120099
#Name: J/A+A/612/A99
#Title: Gaia-ESO Survey in 7 open star cluster fields (Randich+, 2018)
#Table	J_A_A_612_A99_ic2391:
#Name: J/A+A/612/A99/ic2391
#Title: Parameters for IC2391
#Column	_RAJ2000	(F11.7)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F11.7)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	CName	(A16)	Star ID (HHMMSSss+DDMMSSs)	[ucd=meta.id;meta.main]
#Column	Cluster	(A7)	Cluster name	[ucd=meta.id.parent]
#Column	Inst	(A7)	Intrument XX	[ucd=meta.note]
#Column	Teff	(I5)	Effective temperature	[ucd=phys.temperature.effective]
#Column	e_Teff	(I4)	? Effective temperature error [NULL integer written as an empty string]	[ucd=stat.error;phys.temperature.effective]
#Column	logg	(F8.3)	? 10-logarithm surface gravity	[ucd=phys.gravity]
#Column	e_logg	(F8.3)	? 10-logarithm surface gravity error	[ucd=stat.error]
#Column	[Fe/H]	(F8.3)	? Metallicity	[ucd=phys.abund.Z]
#Column	e_[Fe/H]	(F8.3)	? Metallicity error	[ucd=stat.error;phys.abund.Fe]
#Column	l_EWLi	(A1)	[<] Upper limit flag on EWLi	[ucd=meta.code.error]
#Column	EWLi	(F8.3)	? Lithium line equivalent width	[ucd=spect.line.eqWidth]
#Column	e_EWLi	(F8.3)	? Lithium line equivalent width error	[ucd=stat.error]
#Column	f_EWLi	(I4)	[0/3]? Flag for lithium line equivalent width (1) [NULL integer written as an empty string]	[ucd=meta.code]
#Column	Gamma	(F8.3)	? Gamma index	[ucd=meta.code;spect.index;em.gamma]
#Column	e_Gamma	(F8.3)	? Gamma index error	[ucd=stat.error]
#Column	RV	(F8.3)	? Radial velocity	[ucd=phys.veloc;pos.heliocentric]
#Column	e_RV	(F8.3)	? Radial velocity error	[ucd=stat.error]
#Column	MembPA	(F6.3)	? Membership probability: population A	[ucd=stat.probability]
#Column	MembPB	(F6.3)	? Membership probability: population B	[ucd=stat.probability]
#Column	ID	(I4)	Sequential ID number	[ucd=meta.id]
#Column	_RA	(F9.5)	Positions from CName (right ascension part)	[ucd=pos.eq.ra;meta.main]
#Column	_DE	(F9.5)	Positions from CName (declination part)	[ucd=pos.eq.dec;meta.main]
_RAJ2000;_DEJ2000;CName;Cluster;Inst;Teff;e_Teff;logg;e_logg;[Fe/H];e_[Fe/H];l_EWLi;EWLi;e_EWLi;f_EWLi;Gamma;e_Gamma;RV;e_RV;MembPA;MembPB;ID;_RA;_DE
129.3587917;-53.1168333;08372611-5307006; IC2391;GIRAFFE; -999;    ;        ;        ;        ;        ; ;        ;        ;    ;        ;        ;  32.341;   2.743;      ;      ;  85;129.35879;-53.11683
129.3614583;-53.0922500;08372675-5305321; IC2391;GIRAFFE; 4787;  13;   2.618;   0.133;  -0.168;   0.056;<;  40.700;        ;   3;   1.017;   0.004;  83.594;   0.244;      ;      ;  86;129.36146;-53.09225
129.3731250;-53.0690000;08372955-5304084; IC2391;GIRAFFE; 4698; 124;   2.790;        ;  -0.180;   0.091;<;  35.400;        ;   3;   1.018;   0.005;  91.191;   0.244;      ;      ;  87;129.37312;-53.06900
129.3866667;-53.0592778;08373280-5303334; IC2391;GIRAFFE; 3306;    ;   4.308;        ;   0.015;        ; ;  38.900;        ;   0;   0.868;   0.018;  16.695;   0.376; 0.875;      ;  88;129.38667;-53.05928
129.4037083;-53.0966944;08373689-5305481; IC2391;GIRAFFE; 4823;  31;   2.617;   0.023;  -0.041;   0.077;<;  33.500;        ;   3;   1.017;   0.004;  51.519;   0.241;      ;      ;  89;129.40371;-53.09669
129.4597083;-53.1069167;08375033-5306249; IC2391;GIRAFFE; 4695;  72;   2.478;   0.064;   0.004;   0.038; ;  50.833;   4.079;   0;   1.015;   0.003;  62.515;   0.241;      ;      ;  90;129.45971;-53.10692
129.4842083;-53.1842222;08375621-5311032; IC2391;GIRAFFE; 4827; 139;   2.389;   0.060;  -0.095;   0.083;<;  16.800;        ;   3;   1.015;   0.005;  20.262;   0.245;      ;      ;  91;129.48421;-53.18422
129.4849583;-53.1681111;08375639-5310052; IC2391;GIRAFFE; 4983; 137;   2.717;   0.152;  -0.346;   0.096;<;  13.600;        ;   3;   1.016;   0.003;  19.144;   0.242;      ;      ;  92;129.48496;-53.16811
129.4996250;-52.9774444;08375991-5258388; IC2391;GIRAFFE; 5007; 188;   4.052;        ;  -0.095;   0.186;<;  15.200;        ;   3;   1.022;   0.004;   8.683;   0.245;      ;      ;  93;129.49962;-52.97744
129.5209583;-52.4054167;08380503-5224195; IC2391;GIRAFFE; 4872;  57;   2.628;   0.104;  -0.122;   0.078; ;  42.200;   6.227;   0;   1.025;   0.004;  47.084;   0.243;      ;      ;  94;129.52096;-52.40542
129.5305417;-53.0127500;08380733-5300459; IC2391;GIRAFFE; 5123;   4;   3.471;   0.043;  -0.047;   0.025;<;  22.200;        ;   3;   1.001;   0.004;  58.089;   0.243;      ;      ;  95;129.53054;-53.01275
129.5443750;-52.3634444;08381065-5221484; IC2391;GIRAFFE; 5139;    ;   3.130;        ;   0.225;        ;<;  27.300;        ;   3;   1.016;   0.004;  41.571;   0.243;      ;      ;  96;129.54437;-52.36344
129.5452083;-52.3534444;08381085-5221124; IC2391;GIRAFFE; 5158;   3;   3.280;        ;  -0.166;   0.134;<;   8.500;        ;   3;   1.015;   0.001;   2.740;   0.240;      ;      ;  97;129.54521;-52.35344
129.5462500;-53.0220000;08381110-5301192; IC2391;GIRAFFE; 4954; 185;   3.240;        ;  -0.107;   0.136;<;  19.200;        ;   3;   1.007;   0.003; -10.643;   0.241;      ;      ;  98;129.54625;-53.02200
129.5613750;-53.0600556;08381473-5303362; IC2391;GIRAFFE; 4960; 158;   3.200;        ;  -0.060;   0.124;<;  20.100;        ;   3;   1.021;   0.003;  30.708;   0.241;      ;      ;  99;129.56137;-53.06006
129.5708333;-53.3471111;08381700-5320496; IC2391;GIRAFFE; 4740;  42;   2.594;   0.047;   0.047;   0.048;<;  41.200;        ;   3;   1.012;   0.001;  17.817;   0.240;      ;      ; 100;129.57083;-53.34711
129.5759167;-52.4173056;08381822-5225023; IC2391;GIRAFFE; 4857; 199;   2.683;   0.195;  -0.073;   0.130;<;  21.200;        ;   3;   1.013;   0.003;  20.638;   0.241;      ;      ; 101;129.57592;-52.41731
129.5760000;-53.4954167;08381824-5329435; IC2391;GIRAFFE; 4982; 141;   4.090;        ;  -0.405;   0.167; ;  22.200;   2.950;   0;   1.006;   0.004;  66.810;   0.243;      ;      ; 102;129.57600;-53.49542
129.5797083;-53.3745278;08381913-5322283; IC2391;GIRAFFE; 4916;  13;   2.708;   0.047;  -0.031;   0.092;<;  31.100;        ;   3;   1.017;   0.003;  11.759;   0.241;      ;      ; 103;129.57971;-53.37453
129.5827917;-53.1809722;08381987-5310515; IC2391;GIRAFFE; 4688; 164;   2.541;   0.123;  -0.041;   0.126;<;  25.800;        ;   3;   1.010;   0.005;  10.440;   0.246;      ;      ; 104;129.58279;-53.18097
129.5978750;-53.2818056;08382349-5316545; IC2391;GIRAFFE; 3644;  81;   4.170;        ;  -0.210;        ;<; 100.000;        ;   3;   0.840;   0.009;  30.759;   0.278; 0.092;      ; 105;129.59787;-53.28181
129.5987500;-53.2959444;08382370-5317454; IC2391;GIRAFFE; 4958; 115;   3.050;        ;  -0.108;   0.121;<;  18.400;        ;   3;   1.016;   0.003;  64.186;   0.241;      ;      ; 106;129.59875;-53.29594
129.6051250;-53.0933889;08382523-5305362; IC2391;GIRAFFE; 5754;    ;   4.172;        ;   0.265;        ; ;  60.600;        ;    ;   0.871;        ;  13.578;   0.693;      ;      ; 107;129.60512;-53.09339
129.6056667;-53.5600833;08382536-5333363; IC2391;GIRAFFE; 5073;  98;   3.330;        ;  -0.056;   0.118; ;  70.200;   4.650;   0;   1.016;   0.006;  17.021;   0.251;      ;      ; 108;129.60567;-53.56008
129.6112917;-53.1686667;08382671-5310072; IC2391;GIRAFFE; 3439;  76;   4.671;   0.106;  -0.260;        ;<; 100.000;        ;   3;   0.829;   0.015;  17.260;   0.329; 0.765;      ; 109;129.61129;-53.16867
129.6129583;-53.4195833;08382711-5325105; IC2391;GIRAFFE; -999;    ;        ;        ;        ;        ; ;        ;        ;    ;        ;        ;  13.327;   0.765;      ;      ; 110;129.61296;-53.41958
129.6135833;-52.3552778;08382726-5221190; IC2391;GIRAFFE; 5141;    ;   3.330;        ;   0.020;        ;<;  16.900;        ;   3;   1.012;   0.004;  33.304;   0.244;      ;      ; 111;129.61358;-52.35528
129.6161667;-52.8753611;08382788-5252313; IC2391;GIRAFFE; 5128;  18;   2.708;        ;  -0.064;   0.050; ;  31.600;        ;   0;   1.019;   0.002;   0.583;   0.241;      ;      ; 112;129.61617;-52.87536
129.6235417;-53.2343056;08382965-5314035; IC2391;GIRAFFE; 5424;  29;   4.330;        ;  -0.340;   0.107;<;  15.600;        ;   3;   1.010;   0.008; 105.728;   0.299;      ;      ; 113;129.62354;-53.23431
129.6281667;-52.4824444;08383076-5228568; IC2391;GIRAFFE; 5025; 164;   3.330;        ;  -0.092;   0.181; ;  40.500;   3.050;   0;   1.007;   0.004;  44.269;   0.243;      ;      ; 114;129.62817;-52.48244
129.6442500;-53.5304722;08383462-5331497; IC2391;GIRAFFE; 4812; 103;   2.790;        ;  -0.218;   0.173; ;  64.200;   3.400;   0;   1.023;   0.005; 106.134;   0.245;      ;      ; 115;129.64425;-53.53047
129.6503750;-52.9647778;08383609-5257532; IC2391;GIRAFFE; 4937;  90;   3.080;        ;  -0.070;   0.091; ;  52.467;   3.992;   0;   1.012;   0.004;  38.701;   0.243;      ;      ; 116;129.65037;-52.96478
129.6508333;-53.3713611;08383620-5322169; IC2391;GIRAFFE; 5120;  15;   3.440;        ;  -0.072;   0.111;<;  22.100;        ;   3;   1.008;   0.003;  11.785;   0.241;      ;      ; 117;129.65083;-53.37136
129.6540000;-52.8784444;08383696-5252424; IC2391;GIRAFFE; -999;    ;        ;        ;        ;        ; ;        ;        ;    ;        ;        ;   9.053;   4.265;      ;      ; 118;129.65400;-52.87844
129.6626250;-53.2666667;08383903-5316000; IC2391;GIRAFFE; 5076;  90;   3.410;        ;  -0.159;   0.157;<;  48.400;        ;   3;   1.004;   0.006;  59.376;   0.259;      ;      ; 119;129.66262;-53.26667
129.6700417;-53.5245278;08384081-5331283; IC2391;GIRAFFE; 5186;  41;   3.430;        ;  -0.075;   0.100; ;  36.350;   3.100;   0;   1.022;   0.004;   7.467;   0.245;      ;      ; 120;129.67004;-53.52453
129.6724167;-52.9177500;08384138-5255039; IC2391;GIRAFFE; 3985; 275;   4.550;        ;  -0.160;        ;<;  35.500;        ;   3;   0.850;   0.013;  18.681;   0.309; 0.575;      ; 121;129.67242;-52.91775
129.6778750;-53.0877778;08384269-5305160; IC2391;GIRAFFE; 6060;  30;   4.214;   0.059;   0.162;   0.002; ;  32.400;   3.943;   0;   0.993;   0.002;  15.858;   0.242; 0.950;      ; 122;129.67787;-53.08778
129.6833750;-53.3808611;08384401-5322511; IC2391;GIRAFFE; 4873;    ;   2.852;        ;   0.222;        ; ; 288.700;        ;    ;   0.864;        ;  28.281;   1.347; 0.088;      ; 123;129.68337;-53.38086
129.6860417;-53.2532500;08384465-5315117; IC2391;GIRAFFE; 5330; 103;   3.920;        ;  -0.385;   0.007;<;   3.500;        ;   3;   1.017;   0.003; -16.527;   0.244;      ;      ; 124;129.68604;-53.25325
129.6938750;-53.2627222;08384653-5315458; IC2391;GIRAFFE; 4655;  77;   2.519;   0.185;   0.007;   0.019; ;  52.800;   4.306;   0;   1.022;   0.003;  96.063;   0.241;      ;      ; 125;129.69387;-53.26272
129.6940417;-53.3198333;08384657-5319114; IC2391;GIRAFFE; 5066; 107;   3.330;        ;  -0.061;   0.093; ;  37.867;   4.469;   0;   1.013;   0.003;  43.686;   0.242;      ;      ; 126;129.69404;-53.31983
129.7064583;-52.2522222;08384955-5215080; IC2391;GIRAFFE; 5117;    ;   3.240;        ;  -0.050;        ;<;  25.300;        ;   3;   1.017;   0.005;  39.104;   0.249;      ;      ; 127;129.70646;-52.25222
129.7067083;-53.7358889;08384961-5344092; IC2391;GIRAFFE; 4891; 182;   3.060;        ;  -0.099;   0.157; ;  28.833;   2.593;   0;   1.025;   0.004;  25.484;   0.242;      ;      ; 128;129.70671;-53.73589
129.7075417;-52.9294444;08384981-5255460; IC2391;GIRAFFE; 4534; 151;   2.428;   0.104;   0.087;   0.049;<;  51.400;        ;   3;   1.009;   0.006;  59.909;   0.245;      ;      ; 129;129.70754;-52.92944
129.7132083;-52.5412500;08385117-5232285; IC2391;GIRAFFE; 4981;  88;   3.003;   0.134;  -0.072;   0.062; ;  60.667;  11.003;   0;   1.010;   0.003;  52.632;   0.241;      ;      ; 130;129.71321;-52.54125
129.7145417;-53.3523889;08385149-5321086; IC2391;GIRAFFE; 4845;  32;   2.600;   0.072;  -0.071;   0.198; ;  59.450;   3.150;   0;   1.014;   0.004;  25.501;   0.242;      ;      ; 131;129.71454;-53.35239
129.7187083;-52.2611111;08385249-5215400; IC2391;GIRAFFE; 4969; 123;   3.090;        ;  -0.079;   0.123; ;  27.933;   5.881;   0;   1.015;   0.003;  -8.315;   0.241;      ;      ; 132;129.71871;-52.26111
129.7226250;-53.3402778;08385343-5320250; IC2391;GIRAFFE; 5058; 140;   3.330;        ;  -0.087;   0.172; ;  27.000;   2.800;   0;   1.019;   0.003;  19.651;   0.242;      ;      ; 133;129.72262;-53.34028
129.7310417;-52.3775278;08385545-5222391; IC2391;GIRAFFE; 4702;  19;   2.531;   0.056;   0.040;   0.038;<;  32.100;        ;   3;   1.022;   0.001;   0.644;   0.240;      ;      ; 134;129.73104;-52.37753
129.7360833;-53.2538333;08385666-5315138; IC2391;GIRAFFE; 4887; 131;   2.645;   0.188;  -0.100;   0.107;<;  23.100;        ;   3;   1.022;   0.006;  41.646;   0.249;      ;      ; 135;129.73608;-53.25383
129.7360833;-53.5076389;08385666-5330275; IC2391;GIRAFFE; 4986; 125;   4.123;        ;  -0.036;   0.068;<;  33.200;        ;   3;   1.016;   0.004;   8.570;   0.242;      ;      ; 136;129.73608;-53.50764
129.7450833;-52.3732500;08385882-5222237; IC2391;GIRAFFE; 4919;  86;   4.280;        ;  -0.014;   0.066;<;  28.600;        ;   3;   1.026;   0.003; -34.945;   0.241;      ;      ; 137;129.74508;-52.37325
129.7485417;-52.8784722;08385965-5252425; IC2391;GIRAFFE; 4906; 179;   3.200;        ;  -0.074;   0.097;<;  12.400;        ;   3;   1.020;   0.004;   4.590;   0.243;      ;      ; 138;129.74854;-52.87847
129.7493750;-52.2942500;08385985-5217393; IC2391;GIRAFFE; 4740;  77;   2.595;   0.093;   0.030;   0.043;<;  45.000;        ;   3;   1.013;   0.003;  32.112;   0.240;      ;      ; 139;129.74937;-52.29425
129.7531250;-52.5173611;08390075-5231025; IC2391;GIRAFFE; 4975;  36;   2.927;   0.176;  -0.083;   0.080;<;  25.500;        ;   3;   1.015;   0.004; 140.184;   0.244;      ;      ; 140;129.75312;-52.51736
129.7688333;-53.2042500;08390452-5312153; IC2391;GIRAFFE; 5104; 133;   3.070;        ;  -0.223;   0.201;<;  19.300;        ;   3;   1.021;   0.004;  47.616;   0.243;      ;      ; 141;129.76883;-53.20425
129.7735833;-52.5462500;08390566-5232465; IC2391;GIRAFFE; 5070; 124;   3.430;        ;  -0.139;   0.213;<;  13.300;        ;   3;   1.011;   0.004;  15.488;   0.243;      ;      ; 142;129.77358;-52.54625
129.7762083;-52.4183889;08390629-5225062; IC2391;GIRAFFE; 4614; 135;   2.780;        ;  -0.284;   0.066;<;  23.900;        ;   3;   1.021;   0.002;  79.383;   0.241;      ;      ; 143;129.77621;-52.41839
129.7766667;-53.5769444;08390640-5334370; IC2391;GIRAFFE; 4967; 143;   3.250;        ;  -0.079;   0.139;<;  17.800;        ;   3;   1.025;   0.003;  35.412;   0.242;      ;      ; 144;129.77667;-53.57694
129.7777083;-53.7229444;08390665-5343226; IC2391;GIRAFFE; 5058; 119;   3.360;        ;  -0.061;   0.126;<;  18.500;        ;   3;   1.008;   0.002;  26.321;   0.240;      ;      ; 145;129.77771;-53.72294
129.7779167;-53.1700278;08390670-5310121; IC2391;GIRAFFE; 4144; 157;   4.644;   0.131;  -0.157;   0.019;<;  53.000;        ;   3;   0.857;   0.012;  29.098;   0.325; 0.117;      ; 146;129.77792;-53.17003
129.7781667;-53.8713056;08390676-5352167; IC2391;GIRAFFE; 4583;  61;   2.322;   0.145;  -0.031;   0.016;<;  29.300;        ;   3;   1.026;   0.004;  15.350;   0.242;      ;      ; 147;129.77817;-53.87131
129.7788333;-53.2905000;08390692-5317258; IC2391;GIRAFFE; 5026; 160;   3.330;        ;  -0.112;   0.218;<;  16.200;        ;   3;   1.021;   0.003;  18.683;   0.242;      ;      ; 148;129.77883;-53.29050
129.7802083;-52.3871667;08390725-5223138; IC2391;GIRAFFE; 4738; 103;   2.587;   0.119;   0.037;   0.005;<;  27.600;        ;   3;   1.016;   0.004;   9.123;   0.241;      ;      ; 149;129.78021;-52.38717
129.7815417;-53.8077778;08390757-5348280; IC2391;GIRAFFE; 4608; 132;   2.750;        ;   0.053;   0.070;<;  49.300;        ;   3;   1.023;   0.003;  50.617;   0.240;      ;      ; 150;129.78154;-53.80778
129.7832083;-52.9633611;08390797-5257481; IC2391;GIRAFFE; 4811;  68;   2.943;   0.182;  -0.068;   0.056;<;  29.700;        ;   3;   1.001;   0.003;  41.175;   0.241;      ;      ; 151;129.78321;-52.96336
129.7857917;-53.3212222;08390859-5319164; IC2391;GIRAFFE; 4816; 171;   4.001;        ;  -0.149;   0.106; ;  38.500;   2.950;   0;   1.013;   0.004;  68.900;   0.243;      ;      ; 152;129.78579;-53.32122
129.7870833;-52.3077778;08390890-5218280; IC2391;GIRAFFE; 4643;    ;   3.687;        ;   0.035;        ; ; 171.450;   2.300;   0;   1.028;   0.004;  37.388;   0.241;      ;      ; 153;129.78708;-52.30778
129.7870833;-53.6845000;08390890-5341042; IC2391;GIRAFFE; 5021; 103;   3.180;        ;  -0.066;   0.135;<;  31.300;        ;   3;   1.028;   0.004;   9.492;   0.243;      ;      ; 154;129.78708;-53.68450
129.7966667;-53.1970556;08391120-5311494; IC2391;GIRAFFE; 4954; 211;   3.180;        ;  -0.145;   0.224;<;  21.300;        ;   3;   1.020;   0.003;  44.795;   0.241;      ;      ; 155;129.79667;-53.19706
129.7972083;-53.4770556;08391133-5328374; IC2391;GIRAFFE; 4661;  58;   2.561;   0.133;   0.093;   0.010; ;  56.150;   3.300;   0;   1.017;   0.004;  33.357;   0.241;      ;      ; 156;129.79721;-53.47706
129.7973750;-52.2831111;08391137-5216592; IC2391;GIRAFFE; 5046; 132;   2.501;        ;  -0.092;   0.110;<;  17.600;        ;   3;   1.021;   0.003;  68.103;   0.242;      ;      ; 157;129.79737;-52.28311
129.8017083;-52.5361667;08391241-5232102; IC2391;GIRAFFE; 4601; 144;   2.524;   0.092;   0.031;   0.123;<;  44.000;        ;   3;   1.008;   0.003;  28.867;   0.240;      ;      ; 158;129.80171;-52.53617
129.8118333;-53.3833056;08391484-5322599; IC2391;GIRAFFE; 5157;   3;   3.369;   0.177;  -0.054;   0.115;<;  19.900;        ;   3;   1.009;   0.003;  46.817;   0.241;      ;      ; 159;129.81183;-53.38331
129.8213750;-53.9175556;08391713-5355032; IC2391;GIRAFFE; 4531; 106;   2.560;        ;  -0.168;   0.011;<;  23.400;        ;   3;   1.031;   0.005;  59.219;   0.245;      ;      ; 160;129.82137;-53.91756
129.8218750;-52.9800556;08391725-5258482; IC2391;GIRAFFE; 5117;  95;   3.420;        ;  -0.063;   0.096;<;  25.000;        ;   3;   1.011;   0.003;  36.535;   0.242;      ;      ; 161;129.82187;-52.98006
129.8260833;-53.5009722;08391826-5330035; IC2391;GIRAFFE; 4862; 151;   3.000;        ;  -0.210;   0.196; ;  18.900;   3.859;   0;   1.019;   0.002;  86.365;   0.241;      ;      ; 162;129.82608;-53.50097
129.8334167;-53.1322778;08392002-5307562; IC2391;GIRAFFE; 4920;  99;   3.171;   0.139;   0.026;   0.035;<;  35.600;        ;   3;   0.999;   0.003;  32.372;   0.240;      ;      ; 163;129.83342;-53.13228
129.8340417;-53.3962778;08392017-5323466; IC2391;GIRAFFE; 5096; 193;   3.240;        ;  -0.242;   0.238;<;  23.800;        ;   3;   1.018;   0.004;  43.847;   0.245;      ;      ; 164;129.83404;-53.39628
129.8345000;-52.8317778;08392028-5249544; IC2391;GIRAFFE; 4952; 122;   3.090;        ;  -0.074;   0.065;<;  13.400;        ;   3;   1.016;   0.003;  64.938;   0.242;      ;      ; 165;129.83450;-52.83178
129.8361250;-52.3395556;08392067-5220224; IC2391;GIRAFFE; 4737;  68;   2.568;   0.177;  -0.127;   0.070;<;  29.200;        ;   3;   1.017;   0.003;  51.179;   0.241;      ;      ; 166;129.83612;-52.33956
129.8372917;-53.4937500;08392095-5329375; IC2391;GIRAFFE; 4817; 181;   2.950;        ;  -0.163;   0.112;<;  27.300;        ;   3;   1.013;   0.005;  52.207;   0.244;      ;      ; 167;129.83729;-53.49375
129.8395417;-52.5704444;08392149-5234136; IC2391;GIRAFFE; 4693; 127;   2.780;        ;  -0.146;   0.101;<;  29.200;        ;   3;   1.021;   0.003;  51.081;   0.241;      ;      ; 168;129.83954;-52.57044
129.8440833;-53.9182222;08392258-5355056; IC2391;GIRAFFE; 5075;    ;   4.520;        ;  -0.010;        ; ; 241.867;   3.414;   0;   0.966;   0.002;  15.313;   0.241; 0.971;      ; 169;129.84408;-53.91822
129.8486250;-52.5859722;08392367-5235095; IC2391;GIRAFFE; 5338; 132;   3.480;        ;  -0.160;   0.091;<;  21.600;        ;   3;   1.014;   0.003;  14.702;   0.242;      ;      ; 170;129.84862;-52.58597
129.8486250;-52.8989722;08392367-5253563; IC2391;GIRAFFE; 5029; 100;   3.300;        ;  -0.091;   0.092;<;  37.400;        ;   3;   1.021;   0.006;  55.333;   0.251;      ;      ; 171;129.84862;-52.89897
129.8504583;-52.4914167;08392411-5229291; IC2391;GIRAFFE; 4714;   9;   2.514;   0.104;  -0.105;   0.067; ;  61.850;   2.550;   0;   1.017;   0.003;  69.917;   0.241;      ;      ; 172;129.85046;-52.49142
129.8516667;-52.3951111;08392440-5223424; IC2391;GIRAFFE; 4719;  82;   2.464;   0.147;  -0.080;   0.074; ;  94.533;   6.826;   0;   1.022;   0.003;  35.420;   0.241;      ;      ; 173;129.85167;-52.39511
129.8540000;-52.5101111;08392496-5230364; IC2391;GIRAFFE; 4746;  57;   2.588;   0.170;  -0.114;   0.066;<;  19.400;        ;   3;   1.017;   0.003;  94.683;   0.241;      ;      ; 174;129.85400;-52.51011
129.8574167;-52.7747778;08392578-5246292; IC2391;GIRAFFE; 4764;  58;   2.611;   0.014;  -0.052;   0.003;<;  34.300;        ;   3;   1.015;   0.002;  57.722;   0.240;      ;      ; 175;129.85742;-52.77478
129.8630833;-52.3620278;08392714-5221433; IC2391;GIRAFFE; 4660;  53;   2.386;   0.120;  -0.083;   0.064;<;  27.300;        ;   3;   1.021;   0.003;  55.869;   0.241;      ;      ; 176;129.86308;-52.36203
129.8686667;-53.0823056;08392848-5304563; IC2391;GIRAFFE; 5120; 139;   3.730;        ;  -0.196;   0.170;<;  18.600;        ;   3;   1.003;   0.002;  48.910;   0.242;      ;      ; 177;129.86867;-53.08231
129.8706667;-52.8399722;08392896-5250239; IC2391;GIRAFFE; 5108;  75;   3.506;   0.166;  -0.096;   0.135;<;  26.200;        ;   3;   1.003;   0.003;  52.123;   0.241;      ;      ; 178;129.87067;-52.83997
129.8711667;-53.1849722;08392908-5311059; IC2391;GIRAFFE; 4936; 181;   3.073;   0.154;  -0.081;   0.093;<;  20.100;        ;   3;   1.006;   0.003;  34.121;   0.242;      ;      ; 179;129.87117;-53.18497
129.8717083;-52.4783056;08392921-5228419; IC2391;GIRAFFE; 4637;  84;   2.370;   0.139;  -0.090;   0.090;<;  34.700;        ;   3;   1.018;   0.003;  44.248;   0.240;      ;      ; 180;129.87171;-52.47831
129.8752083;-53.1734167;08393005-5310243; IC2391;GIRAFFE; 5035;  85;   3.220;        ;  -0.022;   0.047;<;  26.300;        ;   3;   1.014;   0.002;  12.388;   0.240;      ;      ; 181;129.87521;-53.17342
129.8767083;-53.3282222;08393041-5319416; IC2391;GIRAFFE; 4927; 104;   3.125;        ;  -0.095;   0.100;<;  16.400;        ;   3;   1.018;   0.004;  56.469;   0.243;      ;      ; 182;129.87671;-53.32822
129.8767083;-53.8360278;08393041-5350097; IC2391;GIRAFFE; 4851;  92;   2.893;   0.112;  -0.082;   0.017;<;  22.300;        ;   3;   1.004;   0.002;  51.171;   0.240;      ;      ; 183;129.87671;-53.83603
129.8770417;-53.8104722;08393049-5348377; IC2391;GIRAFFE; 4732;  78;   2.586;   0.191;  -0.075;   0.007;<;  28.800;        ;   3;   1.021;   0.004;  48.529;   0.242;      ;      ; 184;129.87704;-53.81047
129.8784583;-52.6305556;08393083-5237500; IC2391;GIRAFFE; 4665;  47;   2.458;   0.039;  -0.005;   0.047; ;  53.850;   2.600;   0;   1.015;   0.003;  56.408;   0.241;      ;      ; 185;129.87846;-52.63056
129.8831667;-53.3478889;08393196-5320524; IC2391;GIRAFFE; 4278; 250;   4.521;   0.013;  -0.117;   0.083; ;  40.900;   3.250;   0;   0.884;   0.004;   2.886;   0.244;      ;      ; 186;129.88317;-53.34789
