#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2019-06-20T14:23:32 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5d0b96cbb391	
#INFO	-out.max=unlimited	
#INFO	queryParameters=31	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:J/A+A/612/A99&tab:{J/A+A/612/A99/ic4665}&key:source=J/A+A/612/A99/ic4665&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/A+A/612/A99/ic4665
#-order=I
#-out=CName
#-out=Cluster
#-out=Inst
#-out=Teff
#-out=e_Teff
#-out=logg
#-out=e_logg
#-out=[Fe/H]
#-out=e_[Fe/H]
#-out=l_EWLi
#-out=EWLi
#-out=e_EWLi
#-out=f_EWLi
#-out=Gamma
#-out=e_Gamma
#-out=RV
#-out=e_RV
#-out=MembPA
#-out=MembPB
#-out=ID
#-out=_RA
#-out=_DE
#

#RESOURCE=yCat_36120099
#Name: J/A+A/612/A99
#Title: Gaia-ESO Survey in 7 open star cluster fields (Randich+, 2018)
#Table	J_A_A_612_A99_ic4665:
#Name: J/A+A/612/A99/ic4665
#Title: Parameters for IC4665
#Column	CName	(A16)	Star ID (HHMMSSss+DDMMSSs)	[ucd=meta.id;meta.main]
#Column	Cluster	(A7)	Cluster name	[ucd=meta.id.parent]
#Column	Inst	(A7)	Intrument XX	[ucd=meta.note]
#Column	Teff	(I5)	Effective temperature	[ucd=phys.temperature.effective]
#Column	e_Teff	(I4)	? Effective temperature error [NULL integer written as an empty string]	[ucd=stat.error;phys.temperature.effective]
#Column	logg	(F8.3)	? 10-logarithm surface gravity	[ucd=phys.gravity]
#Column	e_logg	(F8.3)	? 10-logarithm surface gravity error	[ucd=stat.error]
#Column	[Fe/H]	(F8.3)	? Metallicity	[ucd=phys.abund.Z]
#Column	e_[Fe/H]	(F8.3)	? Metallicity error	[ucd=stat.error;phys.abund.Fe]
#Column	l_EWLi	(A1)	[<] Upper limit flag on EWLi	[ucd=meta.code.error]
#Column	EWLi	(F8.3)	? Lithium line equivalent width	[ucd=spect.line.eqWidth]
#Column	e_EWLi	(F8.3)	? Lithium line equivalent width error	[ucd=stat.error]
#Column	f_EWLi	(I4)	[0/3]? Flag for lithium line equivalent width (1) [NULL integer written as an empty string]	[ucd=meta.code]
#Column	Gamma	(F8.3)	? Gamma index	[ucd=meta.code;spect.index;em.gamma]
#Column	e_Gamma	(F8.3)	? Gamma index error	[ucd=stat.error]
#Column	RV	(F8.3)	? Radial velocity	[ucd=phys.veloc;pos.heliocentric]
#Column	e_RV	(F8.3)	? Radial velocity error	[ucd=stat.error]
#Column	MembPA	(F6.3)	? Membership probability: population A	[ucd=stat.probability]
#Column	MembPB	(F6.3)	? Membership probability: population B	[ucd=stat.probability]
#Column	ID	(I4)	Sequential ID number	[ucd=meta.id]
#Column	_RA	(F9.5)	Positions from CName (right ascension part)	[ucd=pos.eq.ra;meta.main]
#Column	_DE	(F9.5)	Positions from CName (declination part)	[ucd=pos.eq.dec;meta.main]
CName;Cluster;Inst;Teff;e_Teff;logg;e_logg;[Fe/H];e_[Fe/H];l_EWLi;EWLi;e_EWLi;f_EWLi;Gamma;e_Gamma;RV;e_RV;MembPA;MembPB;ID;_RA;_DE
17450838+0525327; IC4665;GIRAFFE; 5268; 192;   3.460;        ;  -0.380;   0.195;<;  28.300;        ;   3;   1.011;   0.006;  19.270;   0.265;      ;      ; 105;266.28492;+05.42575
17450852+0555406; IC4665;GIRAFFE; 5863;  99;   3.631;        ;  -0.376;   0.023; ;  44.450;   1.550;   0;   1.006;   0.002; -27.113;   0.241;      ;      ; 106;266.28550;+05.92794
17450873+0606009; IC4665;GIRAFFE; 5118;   2;   2.679;   0.094;  -0.699;   0.028; ;  30.900;        ;   0;   1.012;   0.008;-170.748;   0.305;      ;      ; 107;266.28637;+06.10025
17450967+0526528; IC4665;GIRAFFE; 5101;    ;   3.700;        ;  -0.100;        ;<;  12.500;        ;   3;   1.007;   0.004;  29.949;   0.243;      ;      ; 108;266.29029;+05.44800
17451007+0549215; IC4665;GIRAFFE; 4799; 104;   4.640;        ;  -0.034;   0.075;<;  16.700;        ;   3;   0.965;   0.004; -54.290;   0.244;      ;      ; 109;266.29196;+05.82264
17451017+0558109; IC4665;GIRAFFE; 5681;  20;   4.153;   0.083;   0.126;   0.066;<;  12.100;        ;   3;   0.987;   0.005;  -2.741;   0.249;      ;      ; 110;266.29237;+05.96969
17451048+0546174; IC4665;GIRAFFE; 4720;  72;   2.730;        ;   0.007;   0.010;<;  40.100;        ;   3;   0.996;   0.005; -10.683;   0.243;      ;      ; 111;266.29367;+05.77150
17451081+0526322; IC4665;GIRAFFE; 5727; 142;   4.134;   0.046;   0.210;   0.027;<;  26.500;        ;   3;   0.991;   0.002;   1.527;   0.240;      ;      ; 112;266.29504;+05.44228
17451150+0515212; IC4665;GIRAFFE; 5640; 114;   4.189;   0.076;   0.066;   0.062;<;   8.700;        ;   3;   0.990;   0.003;  35.379;   0.244;      ;      ; 113;266.29792;+05.25589
17451152+0532052; IC4665;GIRAFFE; 3714;  39;   4.575;   0.167;  -0.190;        ; ;  86.900;        ;   0;   0.814;   0.007;  -1.146;   0.255; 0.053;      ; 114;266.29800;+05.53478
17451204+0531523; IC4665;GIRAFFE; 3900;  70;   4.640;   0.001;  -0.128;   0.044;<;  30.000;        ;   3;   0.822;   0.006;  -1.275;   0.248; 0.055;      ; 115;266.30017;+05.53119
17451260+0537412; IC4665;GIRAFFE; 5484;    ;   4.222;        ;   0.510;        ; ;  37.200;        ;    ;   0.985;        ; -51.714;   0.240;      ;      ; 116;266.30250;+05.62811
17451294+0549505; IC4665;GIRAFFE; 4655; 150;   2.726;   0.074;   0.074;   0.084;<;  46.500;        ;   3;   1.006;   0.004; -92.023;   0.241;      ;      ; 117;266.30392;+05.83069
17451333+0517350; IC4665;GIRAFFE; 4993; 144;   3.050;        ;  -0.138;   0.139;<;   9.200;        ;   3;   1.024;   0.004; -29.708;   0.243;      ;      ; 118;266.30554;+05.29306
17451333+0531577; IC4665;GIRAFFE; 4852;  40;   4.116;   0.099;   0.053;   0.018;<;  19.100;        ;   3;   0.969;   0.005; -22.376;   0.244;      ;      ; 119;266.30554;+05.53269
17451342+0528065; IC4665;GIRAFFE; 4559; 101;   4.488;   0.025;   0.016;   0.154;<;  27.100;        ;   3;   0.934;   0.006; -30.646;   0.246;      ;      ; 120;266.30592;+05.46847
17451379+0536386; IC4665;GIRAFFE; 4286; 275;   4.607;   0.063;  -0.263;   0.080;<;  40.500;        ;   3;   0.873;   0.011;  13.400;   0.366;      ;      ; 121;266.30746;+05.61072
17451385+0526372; IC4665;GIRAFFE; 4768;    ;   4.755;        ;  -0.213;        ; ; 106.000;        ;    ;   0.785;        ; -24.834;   0.561;      ;      ; 122;266.30771;+05.44367
17451415+0531059; IC4665;GIRAFFE; 4748;  13;   4.140;   0.148;   0.092;   0.056;<;  39.300;        ;   3;   0.965;   0.005; -27.471;   0.246;      ;      ; 123;266.30896;+05.51831
17451435+0518116; IC4665;GIRAFFE; 5161;    ;   3.934;        ;  -0.169;        ; ; 293.250;   2.515;   0;   0.957;   0.004; -13.919;   0.244; 0.951;      ; 124;266.30979;+05.30322
17451461+0519200; IC4665;GIRAFFE; 5022;  50;   3.329;   0.094;  -0.239;   0.140;<;  13.200;        ;   3;   0.999;   0.005;  55.577;   0.250;      ;      ; 125;266.31087;+05.32222
17451467+0556230; IC4665;GIRAFFE; 4526; 263;   4.529;   0.053;  -0.105;   0.007; ;  39.750;   6.245;   0;   0.915;   0.012;  77.169;   0.305;      ;      ; 126;266.31112;+05.93972
17451472+0524301; IC4665;GIRAFFE; 4361; 167;   4.175;        ;  -0.223;   0.033;<;  17.600;        ;   3;   0.924;   0.009;  44.790;   0.271;      ;      ; 127;266.31133;+05.40836
17451497+0549422; IC4665;GIRAFFE; 5009; 114;   3.330;        ;  -0.605;   0.244; ;  36.550;   5.165;   0;   1.013;   0.008;  61.091;   0.288;      ;      ; 128;266.31237;+05.82839
17451553+0526593; IC4665;GIRAFFE; 5040;    ;   3.270;        ;  -0.270;        ;<;  35.600;        ;   3;   1.024;   0.007; -60.664;   0.266;      ;      ; 129;266.31471;+05.44981
17451652+0517499; IC4665;GIRAFFE; 4471; 187;   2.580;        ;   0.091;   0.057;<;  56.500;        ;   3;   1.033;   0.003; -32.030;   0.241;      ;      ; 130;266.31883;+05.29719
17451670+0553564; IC4665;GIRAFFE; 3643;  82;   4.568;   0.199;  -0.210;        ; ; 133.700;        ;   0;   0.812;   0.012;  -8.919;   0.295; 0.193;      ; 131;266.31958;+05.89900
17451721+0519145; IC4665;GIRAFFE; 5072; 118;   3.527;   0.001;  -0.185;   0.099;<;  34.100;        ;   3;   0.997;   0.004;  -1.401;   0.252;      ;      ; 132;266.32171;+05.32069
17451779+0558003; IC4665;GIRAFFE; 5357; 170;   3.964;   0.169;   0.043;   0.082;<;  34.500;        ;   3;   0.994;   0.003; -27.013;   0.241;      ;      ; 133;266.32412;+05.96675
17451835+0515570; IC4665;GIRAFFE; 4975; 198;   3.420;        ;  -0.218;   0.269; ;  18.067;   3.474;   0;   1.007;   0.002; -15.077;   0.241;      ;      ; 134;266.32646;+05.26583
17451872+0557341; IC4665;GIRAFFE; 5361; 204;   4.171;   0.092;   0.095;   0.132;<;  33.400;        ;   3;   0.983;   0.005; -50.355;   0.247;      ;      ; 135;266.32800;+05.95947
17451905+0535491; IC4665;GIRAFFE; 3607;  83;   4.291;        ;  -0.260;        ;<; 100.000;        ;   3;   0.822;   0.011;  32.831;   0.292; 0.009;      ; 136;266.32937;+05.59697
17451906+0603394; IC4665;GIRAFFE; 4643;    ;   3.143;        ;   0.052;        ;<;  34.600;        ;   3;   1.019;   0.006;  64.128;   0.244;      ;      ; 137;266.32942;+06.06094
17451922+0528376; IC4665;GIRAFFE; 4686;   4;   2.589;   0.097;  -0.111;   0.092;<;  33.100;        ;   3;   1.007;   0.004;  40.146;   0.243;      ;      ; 138;266.33008;+05.47711
17451940+0547401; IC4665;GIRAFFE; 5309; 106;   4.470;   0.091;  -0.060;   0.014; ; 244.367;   3.153;   0;   0.993;   0.004; -13.684;   0.247;      ;      ; 139;266.33083;+05.79447
17451940+0550436; IC4665;GIRAFFE; 5092;    ;   3.460;        ;  -0.080;        ;<;  23.200;        ;   3;   1.015;   0.004; -34.547;   0.243;      ;      ; 140;266.33083;+05.84544
17451961+0539392; IC4665;GIRAFFE; 3528;  61;   2.807;        ;  -0.230;        ; ; 106.300;        ;   0;   0.851;   0.009; -16.359;   0.396; 0.412;      ; 141;266.33171;+05.66089
17451964+0536547; IC4665;GIRAFFE; 5130;  30;   2.902;        ;  -0.094;   0.036; ; 233.200;        ;   0;        ;        ;   5.000;   0.240; 0.037;      ; 142;266.33183;+05.61519
17451998+0546295; IC4665;GIRAFFE; 4255; 262;   4.416;   0.185;   0.028;   0.146;<;  15.000;        ;   3;   0.896;   0.004; -13.537;   0.243;      ;      ; 143;266.33325;+05.77486
17452017+0557346; IC4665;GIRAFFE; 4694; 264;   2.720;        ;  -0.066;   0.068;<;  26.000;        ;   3;   1.048;   0.007; -19.612;   0.347;      ;      ; 144;266.33404;+05.95961
17452041+0528130; IC4665;GIRAFFE; 3979; 240;   4.598;   0.064;  -0.354;   0.303; ;  34.600;        ;   0;   0.811;   0.016;  -4.386;   0.882; 0.064;      ; 145;266.33504;+05.47028
17452068+0521225; IC4665;GIRAFFE; 5232; 197;   3.210;        ;  -0.415;   0.150; ;  25.200;        ;   0;   1.013;   0.005; 115.059;   0.252;      ;      ; 146;266.33617;+05.35625
17452085+0531282; IC4665;GIRAFFE; 5028; 192;   3.440;        ;  -0.251;   0.160;<;  33.900;        ;   3;   1.009;   0.005;   6.159;   0.254;      ;      ; 147;266.33687;+05.52450
17452087+0554277; IC4665;GIRAFFE; 4999; 127;   3.590;        ;  -0.277;   0.154; ;  22.800;        ;   0;   1.021;   0.004; -36.747;   0.244;      ;      ; 148;266.33696;+05.90769
17452140+0536265; IC4665;GIRAFFE; 4287; 283;   4.438;   0.062;  -0.370;   0.215;<;  14.500;        ;   3;   0.889;   0.007; -35.568;   0.282;      ;      ; 149;266.33917;+05.60736
17452184+0529191; IC4665;GIRAFFE; 5033; 149;   3.340;        ;  -0.371;   0.077;<;  10.300;        ;   3;   1.019;   0.004; -74.854;   0.243;      ;      ; 150;266.34100;+05.48864
17452204+0558257; IC4665;GIRAFFE; 4965;  82;   2.988;   0.189;  -0.161;   0.161;<;  10.200;        ;   3;   1.010;   0.004;  30.200;   0.242;      ;      ; 151;266.34183;+05.97381
17452238+0558599; IC4665;GIRAFFE; 5006; 156;   3.480;        ;  -0.146;   0.225;<;  23.700;        ;   3;   1.002;   0.006; -10.585;   0.251;      ;      ; 152;266.34325;+05.98331
17452291+0548517; IC4665;GIRAFFE; 4565;  51;   2.345;   0.170;  -0.030;   0.044;<;  37.500;        ;   3;   1.024;   0.004; -23.712;   0.240;      ;      ; 153;266.34546;+05.81436
17452363+0518410; IC4665;GIRAFFE; 6111; 118;   4.056;   0.110;  -0.085;   0.052; ;  37.133;   3.321;   0;   0.998;   0.002; -11.029;   0.241; 0.409;      ; 154;266.34846;+05.31139
17452389+0558395; IC4665;GIRAFFE; 5625;  52;   3.744;        ;  -0.231;   0.127; ;  29.500;        ;   0;   0.998;   0.003;  28.654;   0.245;      ;      ; 155;266.34954;+05.97764
17452412+0526078; IC4665;GIRAFFE; 5017;  85;   2.460;        ;  -0.371;   0.109;<;  19.100;        ;   3;   1.018;   0.004;  34.545;   0.243;      ;      ; 156;266.35050;+05.43550
17452455+0514481; IC4665;GIRAFFE; 5977; 117;   4.251;   0.028;   0.095;   0.021; ;  42.467;   7.813;   0;   0.993;   0.003;  -5.664;   0.242;      ;      ; 157;266.35229;+05.24669
17452482+0538131; IC4665;GIRAFFE; 5020; 128;   2.703;        ;  -0.266;   0.009; ;  28.400;        ;   0;   1.022;   0.004; -68.730;   0.243;      ;      ; 158;266.35342;+05.63697
17452506+0540233; IC4665;GIRAFFE; 5921;    ;   3.981;        ;  -0.025;        ; ; 126.100;        ;    ;   0.998;        ;   8.066;   0.245; 0.028;      ; 159;266.35442;+05.67314
17452508+0551388; IC4665;GIRAFFE; 5349; 165;   4.419;   0.179;  -0.050;   0.028; ; 310.633;   6.334;   0;   0.998;   0.004; -13.261;   0.249;      ;      ; 160;266.35450;+05.86078
17452549+0534438; IC4665;GIRAFFE; 4754;  94;   2.353;   0.143;  -0.293;   0.147;<;  33.100;        ;   3;   1.017;   0.007;   8.226;   0.258;      ;      ; 161;266.35621;+05.57883
17452557+0545574; IC4665;GIRAFFE; 5016;    ;   3.220;        ;  -0.110;        ;<;  20.900;        ;   3;   1.012;   0.004; -23.322;   0.244;      ;      ; 162;266.35654;+05.76594
17452576+0523107; IC4665;GIRAFFE; 5643; 186;   3.944;   0.101;  -0.118;   0.140;<;   8.300;        ;   3;   0.999;   0.003; -81.167;   0.246;      ;      ; 163;266.35733;+05.38631
17452610+0515305; IC4665;GIRAFFE; 5708;    ;   4.240;        ;   0.003;        ; ;  49.167;   3.737;   0;   1.003;   0.002; -60.427;   0.241;      ;      ; 164;266.35875;+05.25847
17452701+0521369; IC4665;GIRAFFE; 4878; 206;   2.360;        ;  -0.359;   0.174; ;  21.000;        ;   0;   1.015;   0.004; -58.855;   0.243;      ;      ; 165;266.36254;+05.36025
17452747+0524087; IC4665;GIRAFFE; 4656;  12;   4.179;   0.109;   0.017;   0.100; ;  96.550;   3.250;   0;   0.964;   0.005; -13.417;   0.244;      ;      ; 166;266.36446;+05.40242
17452791+0525251; IC4665;GIRAFFE; 5768;   5;   3.077;        ;  -0.275;   0.021;<;   7.300;        ;   3;   1.002;   0.003;  57.177;   0.302;      ;      ; 167;266.36629;+05.42364
17452814+0519197; IC4665;GIRAFFE; 4934;    ;   2.719;        ;  -1.160;        ; ;  24.000;        ;    ;   1.006;        ; -28.507;   0.267;      ;      ; 168;266.36725;+05.32214
17452869+0524053; IC4665;GIRAFFE; 6050; 136;   4.075;   0.184;  -0.323;   0.165;<;  15.800;        ;   3;   0.996;   0.003;  -8.731;   0.242; 0.214;      ; 169;266.36954;+05.40147
17452921+0519076; IC4665;GIRAFFE; 4777;  19;   2.750;        ;   0.090;   0.029;<;  41.100;        ;   3;   0.993;   0.006;   3.006;   0.249;      ;      ; 170;266.37171;+05.31878
17452949+0546435; IC4665;GIRAFFE; 5022; 110;   3.680;        ;  -0.059;   0.106;<;  30.000;        ;   3;   1.004;   0.003; -34.529;   0.241;      ;      ; 171;266.37287;+05.77875
17452986+0554198; IC4665;GIRAFFE; 5107; 120;   3.980;        ;  -0.570;   0.177;<;   3.200;        ;   3;   1.013;   0.003;  57.488;   0.241;      ;      ; 172;266.37442;+05.90550
17453005+0548490; IC4665;GIRAFFE; 3762; 102;   4.096;        ;  -0.170;        ;<; 100.000;        ;   3;   0.831;   0.011;  25.261;   0.289; 0.012;      ; 173;266.37521;+05.81361
17453011+0536560; IC4665;GIRAFFE; 5868;  13;   4.082;   0.156;  -0.169;   0.193; ;  27.800;   7.186;   0;   0.997;   0.004;  53.492;   0.250;      ;      ; 174;266.37546;+05.61556
17453020+0538426; IC4665;GIRAFFE; 4904; 147;   2.988;   0.038;  -0.167;   0.137; ;  43.400;        ;   0;   1.004;   0.003;  67.639;   0.242;      ;      ; 175;266.37583;+05.64517
17453039+0603473; IC4665;GIRAFFE; 5661;  59;   4.222;   0.137;  -0.040;   0.028;<;  16.700;        ;   3;   0.991;   0.003;  72.475;   0.245;      ;      ; 176;266.37662;+06.06314
17453046+0558223; IC4665;GIRAFFE; 4981; 189;   3.330;        ;  -0.176;   0.189;<;  13.400;        ;   3;   1.013;   0.004;  23.236;   0.242;      ;      ; 177;266.37692;+05.97286
17453070+0517091; IC4665;GIRAFFE; 5901; 175;   4.209;   0.125;   0.244;   0.084; ;  84.967;   4.939;   0;   0.996;   0.003;   0.990;   0.241;      ;      ; 178;266.37792;+05.28586
17453082+0517318; IC4665;GIRAFFE; 4882; 170;   3.060;        ;  -0.065;   0.150;<;  29.300;        ;   3;   1.012;   0.003;  35.102;   0.241;      ;      ; 179;266.37842;+05.29217
17453088+0607054; IC4665;GIRAFFE; 4826;    ;   4.130;        ;   0.103;        ; ;  74.850;   4.375;   0;   0.948;   0.006; -14.705;   0.253;      ;      ; 180;266.37867;+06.11817
17453137+0607535; IC4665;GIRAFFE; 5123;   9;   2.979;   0.164;  -0.208;   0.138;<;  48.200;        ;   3;   1.015;   0.008;  36.590;   0.280;      ;      ; 181;266.38071;+06.13153
17453168+0558125; IC4665;GIRAFFE; 4981; 113;   2.807;        ;  -0.127;   0.153;<;  27.200;        ;   3;   1.010;   0.006; -40.141;   0.254;      ;      ; 182;266.38200;+05.97014
17453297+0513313; IC4665;GIRAFFE; 6026; 196;   4.052;   0.011;   0.106;   0.086; ; 100.900;   5.579;   0;   1.001;   0.004;  -9.932;   0.253; 0.285;      ; 183;266.38737;+05.22536
17453318+0529288; IC4665;GIRAFFE; 5431;  44;   4.140;   0.125;   0.126;   0.050;<;  24.800;        ;   3;   0.988;   0.005;  48.756;   0.248;      ;      ; 184;266.38825;+05.49133
17453374+0524492; IC4665;GIRAFFE; 4729; 106;   2.430;   0.135;  -0.193;   0.147;<;  31.600;        ;   3;   1.014;   0.006;  49.696;   0.299;      ;      ; 185;266.39058;+05.41367
17453396+0552402; IC4665;GIRAFFE; 5263; 118;   4.670;        ;  -0.165;   0.051;<;  15.700;        ;   3;   0.996;   0.003; -38.399;   0.243;      ;      ; 186;266.39150;+05.87783
17453402+0604481; IC4665;GIRAFFE; 4876; 151;   2.430;        ;  -0.293;   0.165;<;  26.800;        ;   3;   1.036;   0.008; -28.355;   0.262;      ;      ; 187;266.39175;+06.08003
17453424+0558157; IC4665;GIRAFFE; 4780; 131;   2.621;   0.064;  -0.063;   0.049;<;   8.600;        ;   3;   1.023;   0.005; -47.673;   0.247;      ;      ; 188;266.39267;+05.97103
17453451+0529538; IC4665;GIRAFFE; 3614;  57;   4.300;        ;  -0.210;        ;<; 100.000;        ;   3;   0.821;   0.010; -14.010;   0.264; 0.948;      ; 189;266.39379;+05.49828
17453524+0527180; IC4665;GIRAFFE; 4852; 142;   2.732;   0.047;  -0.207;   0.247;<;  37.500;        ;   3;   1.004;   0.005;  -1.076;   0.248;      ;      ; 190;266.39683;+05.45500
17453558+0607071; IC4665;GIRAFFE; 4699; 192;   4.590;   0.054;  -0.032;   0.051;<;  23.300;        ;   3;   0.937;   0.009;  28.489;   0.277;      ;      ; 191;266.39825;+06.11864
17453590+0549043; IC4665;GIRAFFE; 4620; 140;   2.350;        ;  -0.083;   0.129;<;  37.500;        ;   3;   1.019;   0.009; -65.637;   0.259;      ;      ; 192;266.39958;+05.81786
17453737+0530277; IC4665;GIRAFFE; 5089;    ;   3.290;        ;  -0.362;        ;<;  39.000;        ;   3;   1.010;   0.007;  66.529;   0.262;      ;      ; 193;266.40571;+05.50769
17453765+0553534; IC4665;GIRAFFE; 4477;  93;   2.581;        ;  -0.473;   0.063;<;  23.500;        ;   3;   1.039;   0.004;  74.865;   0.242;      ;      ; 194;266.40687;+05.89817
17453783+0545334; IC4665;GIRAFFE; 4157; 175;   4.542;   0.002;  -0.107;   0.058; ;  87.200;        ;   0;   0.870;   0.008;  -6.784;   0.265; 0.123;      ; 195;266.40762;+05.75928
17453802+0521373; IC4665;GIRAFFE; 5088; 162;   3.690;        ;  -0.220;   0.196;<;  23.100;        ;   3;   1.011;   0.005;  32.397;   0.248;      ;      ; 196;266.40842;+05.36036
17453820+0523431; IC4665;GIRAFFE; 5856; 233;   4.360;   0.189;   0.277;   0.112; ;  32.800;   2.810;   0;   0.985;   0.004;  -3.785;   0.245;      ;      ; 197;266.40917;+05.39531
17453825+0543446; IC4665;GIRAFFE; 4655;  46;   2.457;   0.104;  -0.052;   0.078;<;  17.800;        ;   3;   1.015;   0.006; -31.575;   0.250;      ;      ; 198;266.40937;+05.72906
17453839+0559589; IC4665;GIRAFFE; 5123;    ;   3.400;        ;  -0.130;        ;<;  26.000;        ;   3;   1.006;   0.004;  39.673;   0.244;      ;      ; 199;266.40996;+05.99969
17453903+0607557; IC4665;GIRAFFE; 4855; 204;   2.489;        ;  -0.086;   0.152;<;  15.800;        ;   3;   1.019;   0.004;  -5.603;   0.243;      ;      ; 200;266.41262;+06.13214
17453916+0557562; IC4665;GIRAFFE; 4303; 226;   4.591;   0.043;  -0.042;   0.177; ;  81.300;        ;   0;   0.884;   0.008; -54.308;   0.258;      ;      ; 201;266.41317;+05.96561
17453923+0523445; IC4665;GIRAFFE; 4460;  78;   1.712;   0.041;  -0.408;   0.031;<;  15.000;        ;   3;   1.026;   0.005;  18.681;   0.244;      ;      ; 202;266.41346;+05.39569
17453924+0609580; IC4665;GIRAFFE; 5078;   4;   4.490;        ;  -0.072;   0.051;<;  27.600;        ;   3;   0.989;   0.006; -27.871;   0.253;      ;      ; 203;266.41350;+06.16611
17453932+0528191; IC4665;GIRAFFE; 4052;  91;   4.465;   0.150;  -0.234;   0.131;<;  19.100;        ;   3;   0.876;   0.009; -57.399;   0.287; 0.006;      ; 204;266.41383;+05.47197
17453967+0530530; IC4665;GIRAFFE; 3512; 149;   4.186;        ;  -0.140;        ; ; 117.800;        ;   0;   0.835;   0.007; -13.349;   0.564; 0.930;      ; 205;266.41529;+05.51472
17453973+0546363; IC4665;GIRAFFE; 5219;    ;   4.250;        ;  -0.011;        ;<;  21.200;        ;   3;   0.988;   0.002; -34.196;   0.241;      ;      ; 206;266.41554;+05.77675
17454034+0557260; IC4665;GIRAFFE; 3985; 185;   4.446;   0.202;  -0.117;   0.004; ; 104.200;        ;   0;   0.855;   0.011; -32.537;   0.329; 0.020;      ; 207;266.41808;+05.95722
17454087+0526223; IC4665;GIRAFFE; 6362;  26;   3.880;        ;  -0.179;   0.105;<;   6.600;        ;   3;   0.999;   0.003;  -1.526;   0.249; 0.066;      ; 208;266.42029;+05.43953
17454102+0554235; IC4665;GIRAFFE; 3928; 132;   4.253;        ;  -0.077;   0.083;<;  20.900;        ;   3;   0.853;   0.009; -11.360;   0.309; 0.422;      ; 209;266.42092;+05.90653
17454121+0514139; IC4665;GIRAFFE; 4798; 173;   2.486;   0.137;  -0.303;   0.129; ;  17.550;   2.805;   0;   1.011;   0.006;   4.297;   0.248;      ;      ; 210;266.42171;+05.23719
17454123+0533444; IC4665;GIRAFFE; 6572;    ;   4.100;        ;  -0.030;        ; ;  76.633;   5.804;   0;   0.999;   0.002;  -9.815;   0.264;      ;      ; 211;266.42179;+05.56233
17454145+0602391; IC4665;GIRAFFE; 4250; 388;   4.550;        ;  -0.137;   0.095;<;  30.900;        ;   3;   0.912;   0.014;   3.582;   0.498;      ;      ; 212;266.42271;+06.04419
17454149+0530336; IC4665;GIRAFFE; 4976; 201;   3.163;   0.166;  -0.252;   0.200;<;  11.900;        ;   3;   1.003;   0.007;  12.295;   0.255;      ;      ; 213;266.42287;+05.50933
17454172+0547342; IC4665;GIRAFFE; 4974; 200;   3.910;        ;  -0.329;   0.160; ;  84.100;        ;   0;   0.989;   0.015;-126.216;   0.442;      ;      ; 214;266.42383;+05.79283
17454235+0606281; IC4665;GIRAFFE; 3935; 205;   4.230;        ;  -0.170;        ; ; 105.800;        ;   0;   0.845;   0.016; -38.811;   0.386; 0.014;      ; 215;266.42646;+06.10781
17454241+0555411; IC4665;GIRAFFE; 4976; 216;   3.410;        ;  -0.223;   0.258; ;  26.200;        ;   0;   1.009;   0.004;  -0.380;   0.246;      ;      ; 216;266.42671;+05.92808
17454252+0608478; IC4665;GIRAFFE; 4962;  39;   3.280;        ;  -0.095;   0.068;<;  33.500;        ;   3;   1.010;   0.006;-114.638;   0.253;      ;      ; 217;266.42717;+06.14661
17454370+0547214; IC4665;GIRAFFE; 4897; 177;   3.000;        ;  -0.205;   0.186;<;  12.400;        ;   3;   1.028;   0.009; -31.140;   0.283;      ;      ; 218;266.43208;+05.78928
17454419+0531187; IC4665;GIRAFFE; 4763; 117;   2.797;   0.041;   0.115;   0.020;<;  37.900;        ;   3;   1.010;   0.004; -54.353;   0.242;      ;      ; 219;266.43412;+05.52186
17454558+0556098; IC4665;GIRAFFE; 4289; 294;   4.526;   0.023;  -0.001;   0.158;<;  48.000;        ;   3;   0.878;   0.010; -61.133;   0.270;      ;      ; 220;266.43992;+05.93606
17454623+0514595; IC4665;GIRAFFE; 6657;    ;   4.276;        ;   0.007;        ; ;  19.800;        ;   0;   1.001;   0.003;   8.743;   0.274; 0.029;      ; 221;266.44262;+05.24986
17454634+0532288; IC4665;GIRAFFE; 5062;  55;   3.590;        ;  -0.251;   0.161;<;  13.400;        ;   3;   1.000;   0.003;   0.471;   0.243;      ;      ; 222;266.44308;+05.54133
17454646+0543549; IC4665;GIRAFFE; 3682;  73;   4.257;        ;  -0.190;        ; ; 131.100;        ;   0;   0.830;   0.008; -20.806;   0.265; 0.121;      ; 223;266.44358;+05.73192
17454768+0525441; IC4665;GIRAFFE; 4855; 108;   2.990;        ;  -0.202;   0.181; ;  36.200;        ;   0;   1.015;   0.005; 113.212;   0.244;      ;      ; 224;266.44867;+05.42892
17454777+0552575; IC4665;GIRAFFE; 4995; 111;   4.586;   0.133;  -0.187;   0.087;<;  15.100;        ;   3;   0.957;   0.008; -22.684;   0.266;      ;      ; 225;266.44904;+05.88264
