#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2019-06-20T15:29:09 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5d0ba5a703f5	
#INFO	-out.max=unlimited	
#INFO	queryParameters=32	
#-oc.form=dec
#-out.max=unlimited
#-order=I
#-nav=cat:J/A+A/612/A99&tab:{J/A+A/612/A99/ngc2516}&key:source=J/A+A/612/A99/ic4665&HTTPPRM:&&-ref=VIZ5d0ba5a703f5&-out.max=50&-out.form=HTML Table&-oc.form=sexa&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-order=I&-out=CName&-out=Cluster&-out=Inst&-out=Teff&-out=e_Teff&-out=logg&-out=e_logg&-out=[Fe/H]&-out=e_[Fe/H]&-out=l_EWLi&-out=EWLi&-out=e_EWLi&-out=f_EWLi&-out=Gamma&-out=e_Gamma&-out=RV&-out=e_RV&-out=MembPA&-out=MembPB&-out=ID&-out=_RA&-out=_DE&-file=.&-meta.ucd=0&-meta=0&-usenav=1&-bmark=POST&-out.src=J/A+A/612/A99/ngc2451&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source= J/A+A/612/A99/ngc2516
#-out=CName
#-out=Cluster
#-out=Inst
#-out=Teff
#-out=e_Teff
#-out=logg
#-out=e_logg
#-out=[Fe/H]
#-out=e_[Fe/H]
#-out=l_EWLi
#-out=EWLi
#-out=e_EWLi
#-out=f_EWLi
#-out=Gamma
#-out=e_Gamma
#-out=RV
#-out=e_RV
#-out=MembPA
#-out=MembPB
#-out=ID
#-out=_RA
#-out=_DE
#-out.src=J/A+A/612/A99/ngc2451
#

#RESOURCE=yCat_36120099
#Name: J/A+A/612/A99
#Title: Gaia-ESO Survey in 7 open star cluster fields (Randich+, 2018)
#Table	J_A_A_612_A99_ngc2516:
#Name: J/A+A/612/A99/ngc2516
#Title: Parameters for NGC2516
#Column	CName	(A16)	Star ID (HHMMSSss+DDMMSSs)	[ucd=meta.id;meta.main]
#Column	Cluster	(A7)	Cluster name	[ucd=meta.id.parent]
#Column	Inst	(A7)	Intrument XX	[ucd=meta.note]
#Column	Teff	(I5)	Effective temperature	[ucd=phys.temperature.effective]
#Column	e_Teff	(I4)	? Effective temperature error [NULL integer written as an empty string]	[ucd=stat.error;phys.temperature.effective]
#Column	logg	(F8.3)	? 10-logarithm surface gravity	[ucd=phys.gravity]
#Column	e_logg	(F8.3)	? 10-logarithm surface gravity error	[ucd=stat.error]
#Column	[Fe/H]	(F8.3)	? Metallicity	[ucd=phys.abund.Z]
#Column	e_[Fe/H]	(F8.3)	? Metallicity error	[ucd=stat.error;phys.abund.Fe]
#Column	l_EWLi	(A1)	[<] Upper limit flag on EWLi	[ucd=meta.code.error]
#Column	EWLi	(F8.3)	? Lithium line equivalent width	[ucd=spect.line.eqWidth]
#Column	e_EWLi	(F8.3)	? Lithium line equivalent width error	[ucd=stat.error]
#Column	f_EWLi	(I4)	[0/3]? Flag for lithium line equivalent width (1) [NULL integer written as an empty string]	[ucd=meta.code]
#Column	Gamma	(F8.3)	? Gamma index	[ucd=meta.code;spect.index;em.gamma]
#Column	e_Gamma	(F8.3)	? Gamma index error	[ucd=stat.error]
#Column	RV	(F8.3)	? Radial velocity	[ucd=phys.veloc;pos.heliocentric]
#Column	e_RV	(F8.3)	? Radial velocity error	[ucd=stat.error]
#Column	MembPA	(F6.3)	? Membership probability: population A	[ucd=stat.probability]
#Column	MembPB	(F6.3)	? Membership probability: population B	[ucd=stat.probability]
#Column	ID	(I4)	Sequential ID number	[ucd=meta.id]
#Column	_RA	(F9.5)	Positions from CName (right ascension part)	[ucd=pos.eq.ra;meta.main]
#Column	_DE	(F9.5)	Positions from CName (declination part)	[ucd=pos.eq.dec;meta.main]
CName;Cluster;Inst;Teff;e_Teff;logg;e_logg;[Fe/H];e_[Fe/H];l_EWLi;EWLi;e_EWLi;f_EWLi;Gamma;e_Gamma;RV;e_RV;MembPA;MembPB;ID;_RA;_DE
07542322-6034452;NGC2516;GIRAFFE; 5899; 118;   4.194;   0.236;   0.135;   0.090; ;  31.500;   2.300;   0;   0.995;        ;  88.977;   0.241;      ;      ;  97;118.59675;-60.57922
07542355-6114383;NGC2516;GIRAFFE; 3699; 266;   4.430;   1.380;  -0.076;   0.170; ;        ;        ;    ;   0.755;        ;  24.551;   2.829; 0.975;      ;  98;118.59812;-61.24397
07542364-6051540;NGC2516;GIRAFFE; 4465; 380;   4.600;   0.270;  -0.258;   0.260; ;  26.900;        ;    ;   0.935;        ;  37.825;   0.249; 0.312;      ;  99;118.59850;-60.86500
07542366-6059134;NGC2516;GIRAFFE; 5060;  97;   4.660;   0.550;  -0.014;   0.130; ; 127.600;        ;    ;   0.975;        ;  22.594;   0.345; 0.978;      ; 100;118.59858;-60.98706
07542375-6028270;NGC2516;GIRAFFE; 4990; 121;   3.270;   0.130;  -0.120;   0.220; ;  13.500;        ;    ;   0.999;        ;  48.074;   0.246;      ;      ; 101;118.59896;-60.47417
07542397-6111027;NGC2516;GIRAFFE; 4841; 107;   2.590;   0.230;   0.163;   0.260; ;  29.300;        ;    ;   1.022;        ;  61.820;   0.244;      ;      ; 102;118.59987;-61.18408
07542455-6019566;NGC2516;GIRAFFE; 4424; 403;   4.610;   0.100;   0.088;   0.190; ;  45.400;        ;    ;   0.932;        ;  24.211;   0.258; 0.993;      ; 103;118.60229;-60.33239
07542511-6029238;NGC2516;GIRAFFE; 4887; 170;   2.790;   0.560;  -0.249;   0.220; ;  56.300;        ;    ;   1.015;        ;  13.090;   0.243;      ;      ; 104;118.60462;-60.48994
07542542-6045146;NGC2516;GIRAFFE; 4711; 232;   2.540;   0.350;   0.007;   0.250; ;  40.800;        ;    ;   1.015;        ; 123.682;   0.242;      ;      ; 105;118.60592;-60.75406
07542722-6057451;NGC2516;GIRAFFE; 5548;  96;   4.570;   0.430;   0.030;   0.120; ; 165.233;        ;    ;   0.988;        ;  23.699;   0.242; 0.993;      ; 106;118.61342;-60.96253
07542890-6046186;NGC2516;GIRAFFE; 4891; 195;   4.560;   0.370;   0.024;   0.120; ; 141.500;        ;    ;   0.974;        ;  23.871;   0.242; 0.993;      ; 107;118.62042;-60.77183
07543002-6052309;NGC2516;GIRAFFE; 4646; 166;   3.040;   0.560;   0.184;   0.200; ;  29.600;        ;    ;   1.002;        ;  39.984;   0.246;      ;      ; 108;118.62508;-60.87525
07543052-6044581;NGC2516;GIRAFFE; 4441; 392;   4.800;   0.280;  -0.153;   0.190; ;  24.100;        ;    ;   0.920;        ;  19.554;   0.247; 0.760;      ; 109;118.62717;-60.74947
07543141-6039513;NGC2516;GIRAFFE; 3591; 125;   4.590;   0.140;  -0.066;   0.140; ; 132.100;        ;    ;   0.798;        ;  24.726;   0.514; 0.988;      ; 110;118.63087;-60.66425
07543176-6033518;NGC2516;GIRAFFE; 5831; 197;   4.220;   0.110;   0.352;   0.170; ; 101.300;        ;    ;   0.989;        ;  51.325;   0.243; 0.156;      ; 111;118.63233;-60.56439
07543348-6113265;NGC2516;GIRAFFE; 4686; 142;   4.500;   0.340;   0.208;   0.240; ;        ;        ;    ;        ;        ;  30.000;   0.247; 0.664;      ; 112;118.63950;-61.22403
07543442-6035456;NGC2516;GIRAFFE; 4735; 217;   4.720;   0.230;  -0.004;   0.130; ;  81.150;        ;    ;   0.958;        ;  23.831;   0.245; 0.993;      ; 113;118.64342;-60.59600
07543520-6101128;NGC2516;GIRAFFE; 5805; 105;   4.390;   0.080;   0.140;   0.130; ;  42.100;        ;    ;   0.988;        ;  66.314;   0.244;      ;      ; 114;118.64667;-61.02022
07543533-6049145;NGC2516;GIRAFFE; 4764; 231;   3.120;   0.540;   0.188;   0.230; ;  34.100;        ;    ;   1.009;        ; -14.396;   0.245;      ;      ; 115;118.64721;-60.82069
07543650-6113541;NGC2516;GIRAFFE; 6535; 309;   4.150;   0.240;   0.087;   0.200; ;  19.100;        ;    ;   1.001;        ;   3.077;   0.263; 0.220;      ; 116;118.65208;-61.23169
07543785-6102035;NGC2516;GIRAFFE; 5021; 133;   3.270;   0.290;  -0.225;   0.200; ;  21.500;        ;    ;   1.006;        ;   1.741;   0.245;      ;      ; 117;118.65771;-61.03431
07544020-6105459;NGC2516;GIRAFFE; 6397; 205;   4.050;   0.120;   0.113;   0.170; ;   8.000;        ;    ;   1.006;        ;   2.052;   0.242; 0.212;      ; 118;118.66750;-61.09608
07544232-6053534;NGC2516;GIRAFFE; 5738;  76;   4.080;   0.220;  -0.108;   0.120; ;  18.200;        ;    ;   0.999;        ;  40.860;   0.244;      ;      ; 119;118.67633;-60.89817
07544342-6024437;NGC2516;GIRAFFE; 5549; 115;   4.572;   0.238;   0.011;   0.101; ; 164.800;   2.500;   0;   0.989;        ;  23.603;   0.244;      ;      ; 120;118.68092;-60.41214
07544421-6049473;NGC2516;GIRAFFE; 3749; 171;   4.680;   0.110;  -0.016;   0.130; ; 133.500;        ;    ;   0.812;        ;  23.377;   0.309; 0.992;      ; 121;118.68421;-60.82981
07544443-6108107;NGC2516;GIRAFFE; 5935; 113;   3.761;   0.225;  -0.392;   0.098; ;  33.800;   1.900;   0;   1.001;        ;  42.498;   0.244;      ;      ; 122;118.68512;-61.13631
07544487-6032296;NGC2516;GIRAFFE; 4740; 152;   1.750;   0.590;  -1.617;   0.260; ;   6.800;        ;    ;   1.010;        ; 245.234;   0.252;      ;      ; 123;118.68696;-60.54156
07544660-6112211;NGC2516;GIRAFFE; 4861; 156;   3.290;   0.410;   0.213;   0.250; ;  32.300;        ;    ;   0.997;        ;  41.190;   0.242;      ;      ; 124;118.69417;-61.20586
07544740-6039592;NGC2516;GIRAFFE; 4890; 156;   3.040;   0.510;  -0.270;   0.250; ;  21.100;        ;    ;   1.013;        ; 123.976;   0.246;      ;      ; 125;118.69750;-60.66644
07544751-6057590;NGC2516;GIRAFFE; 4210; 447;   4.410;   0.200;   0.099;   0.200; ;  30.533;        ;    ;   0.917;        ;  -9.212;   0.277; 0.108;      ; 126;118.69796;-60.96639
07544819-6058285;NGC2516;GIRAFFE; 4611; 265;   4.650;   0.200;  -0.042;   0.130; ;  56.500;        ;    ;   0.951;        ;  24.204;   0.245; 0.993;      ; 127;118.70079;-60.97458
07545020-6050407;NGC2516;GIRAFFE; 6085; 257;   4.420;   0.180;  -0.249;   0.330; ; 115.967;        ;    ;   0.996;        ;  24.012;   0.245; 0.993;      ; 128;118.70917;-60.84464
07545144-6048109;NGC2516;GIRAFFE; 4623; 290;   4.680;   0.230;   0.025;   0.130; ;  55.100;        ;    ;   0.951;        ;  24.295;   0.242; 0.992;      ; 129;118.71433;-60.80303
07545162-6106074;NGC2516;GIRAFFE; 5807; 140;   4.490;   0.200;   0.080;   0.140; ;  17.900;        ;    ;   0.988;        ;  37.512;   0.242;      ;      ; 130;118.71508;-61.10206
07545163-6025304;NGC2516;GIRAFFE; 4069; 486;   4.440;   0.160;   0.105;   0.200; ;  83.600;        ;    ;   0.881;        ;  23.881;   0.303; 0.993;      ; 131;118.71512;-60.42511
07545228-6020112;NGC2516;GIRAFFE; 5010; 120;   2.610;   0.460;  -0.254;   0.230; ;  12.900;        ;    ;   1.018;        ;  69.316;   0.243;      ;      ; 132;118.71783;-60.33644
07545314-6019437;NGC2516;GIRAFFE; 4809; 144;   2.610;   0.270;   0.072;   0.270; ;  28.700;        ;    ;   1.014;        ;  76.153;   0.241;      ;      ; 133;118.72142;-60.32881
07545378-6046173;NGC2516;GIRAFFE; 4606; 172;   2.710;   0.440;   0.018;   0.230; ;  21.400;        ;    ;   1.016;        ;  95.678;   0.242;      ;      ; 134;118.72408;-60.77147
07545588-6054583;NGC2516;GIRAFFE; 4110; 259;   4.830;   0.270;  -0.515;   0.270; ;  23.400;        ;    ;   0.870;        ;  42.197;   0.261; 0.207;      ; 135;118.73283;-60.91619
07545617-6027432;NGC2516;GIRAFFE; 3637; 273;   4.540;   0.090;  -0.106;   0.150; ; 164.200;        ;    ;   0.803;        ;   8.658;   0.280; 0.251;      ; 136;118.73404;-60.46200
07545637-6105118;NGC2516;GIRAFFE; 3733; 335;   4.770;   0.200;  -0.046;   0.140; ; 130.400;        ;    ;   0.778;        ;  22.053;   0.642; 0.963;      ; 137;118.73487;-61.08661
07545737-6038255;NGC2516;GIRAFFE; 5055;  92;   3.440;   0.380;  -0.175;   0.180; ;  20.400;        ;    ;   1.006;        ;  32.365;   0.241;      ;      ; 138;118.73904;-60.64042
07545756-6055475;NGC2516;GIRAFFE; 4711;  77;   4.550;   0.280;   0.146;   0.180; ;  18.500;        ;    ;   0.961;        ;  46.085;   0.243;      ;      ; 139;118.73983;-60.92986
07545769-6059373;NGC2516;GIRAFFE; 4093; 235;   4.720;   0.170;  -0.173;   0.240; ;  44.700;        ;    ;   0.871;        ;  16.938;   0.313; 0.570;      ; 140;118.74037;-60.99369
07545954-6104227;NGC2516;GIRAFFE; 3782; 292;   4.570;   0.150;  -0.026;   0.140; ;  96.600;        ;    ;   0.816;        ;  25.721;   0.318; 0.948;      ; 141;118.74808;-61.07297
07550080-6019235;NGC2516;GIRAFFE; 3646;  25;   4.190;   0.210;  -0.174;        ; ; 102.400;        ;    ;   0.840;        ;   7.987;   0.610; 0.225;      ; 142;118.75333;-60.32319
07550144-6027506;NGC2516;GIRAFFE; 3971; 328;   4.500;   0.110;  -0.073;   0.230; ;  73.633;        ;    ;   0.862;        ;  24.675;   0.278; 0.988;      ; 143;118.75600;-60.46406
07550223-6051257;NGC2516;GIRAFFE; 4004; 385;   4.500;   0.330;  -0.455;   0.280; ;  80.700;        ;    ;   0.880;        ;  88.923;   0.309; 0.120;      ; 144;118.75929;-60.85714
07550360-6028452;NGC2516;GIRAFFE; 4282; 371;   4.660;   0.230;  -0.033;   0.140; ;  43.633;        ;    ;   0.915;        ;  25.329;   0.249; 0.969;      ; 145;118.76500;-60.47922
07550440-6048392;NGC2516;GIRAFFE; 4949; 169;   4.370;   0.160;   0.138;   0.190; ; 199.967;        ;    ;   0.967;        ;  23.875;   0.314; 0.993;      ; 146;118.76833;-60.81089
07550485-6043438;NGC2516;GIRAFFE; 4504; 170;   2.420;   0.400;   0.071;   0.260; ;  38.800;        ;    ;   1.025;        ;  39.228;   0.241;      ;      ; 147;118.77021;-60.72883
07550511-6034396;NGC2516;GIRAFFE; 4223; 345;   4.480;   0.130;   0.109;   0.190; ;  32.167;        ;    ;   0.921;        ;  24.373;   0.249; 0.992;      ; 148;118.77129;-60.57767
07550546-6036336;NGC2516;GIRAFFE; 5205; 116;   4.376;   0.244;  -0.081;   0.096; ;  25.900;   1.600;   0;   0.978;        ;   7.846;   0.242;      ;      ; 149;118.77275;-60.60933
07550592-6104294;NGC2516;GIRAFFE; 5806; 131;   4.546;   0.248;  -0.099;   0.102; ; 139.300;   1.300;   0;   0.999;        ;  22.126;   0.243;      ;      ; 150;118.77467;-61.07483
07550692-6111311;NGC2516;GIRAFFE; 5055;  97;   3.550;   0.280;  -0.029;   0.190; ;  23.700;        ;    ;   1.000;        ;  23.188;   0.242;      ;      ; 151;118.77883;-61.19197
07550711-6106356;NGC2516;GIRAFFE; 5024; 105;   3.500;   0.230;  -0.209;   0.220; ;  17.667;        ;    ;   0.999;        ;  36.601;   0.243;      ;      ; 152;118.77962;-61.10989
07550826-6039579;NGC2516;GIRAFFE; 4896; 120;   2.980;   0.260;   0.000;   0.180; ;  28.300;        ;    ;   1.011;        ;  -4.795;   0.245;      ;      ; 153;118.78442;-60.66608
07550858-6020088;NGC2516;GIRAFFE; 4860;  66;   3.010;   0.290;   0.196;   0.210; ;  46.200;        ;    ;   1.004;        ;  14.638;   0.242;      ;      ; 154;118.78575;-60.33578
07551059-6043092;NGC2516;GIRAFFE; 4459; 361;   4.640;   0.110;  -0.051;   0.130; ;  23.700;        ;    ;   0.932;        ;  23.604;   0.246; 0.993;      ; 155;118.79412;-60.71922
07551125-6026336;NGC2516;GIRAFFE; 4025; 595;   4.690;   0.130;   0.043;   0.200; ; 102.600;        ;    ;   0.850;        ;  24.029;   0.468; 0.992;      ; 156;118.79687;-60.44267
07551150-6028375;NGC2516;GIRAFFE; 6047; 131;   4.100;   0.180;  -0.564;   0.570; ;        ;        ;    ;   0.995;        ;  23.894;   0.249; 0.993;      ; 157;118.79792;-60.47708
07551178-6026259;NGC2516;GIRAFFE; 4833; 347;   3.810;   0.350;   0.094;   0.200; ; 251.833;        ;    ;   0.983;        ;  25.963;   0.275; 0.931;      ; 158;118.79908;-60.44053
07551226-6034167;NGC2516;GIRAFFE; 5171; 153;   3.640;   0.500;  -0.358;   0.190; ;  15.400;        ;    ;   0.996;        ;  33.040;   0.245;      ;      ; 159;118.80108;-60.57131
07551241-6048525;NGC2516;GIRAFFE; 5325;  93;   4.500;   0.460;  -0.035;   0.150; ; 156.300;        ;    ;   0.987;        ;  23.520;   0.246; 0.993;      ; 160;118.80171;-60.81458
07551340-6041130;NGC2516;GIRAFFE; 3512; 127;   4.430;   0.150;  -0.066;   0.140; ; 136.300;        ;    ;   0.815;        ;  24.106;   0.390; 0.992;      ; 161;118.80583;-60.68694
07551354-6045292;NGC2516;GIRAFFE; 3831; 343;   5.040;   0.510;  -0.770;   0.790; ; 153.200;        ;    ;   0.799;        ; -15.618;   0.647; 0.082;      ; 162;118.80642;-60.75811
07551361-6020349;NGC2516;GIRAFFE; 3479;  27;   3.990;   0.170;   0.011;        ; ; 102.500;        ;    ;   0.859;        ;   3.049;   1.148; 0.166;      ; 163;118.80671;-60.34303
07551451-6055363;NGC2516;GIRAFFE; 3729; 194;   4.750;   0.140;  -0.006;   0.110; ; 124.200;        ;    ;   0.794;        ;  24.285;   0.756; 0.991;      ; 164;118.81046;-60.92675
07551498-6048191;NGC2516;GIRAFFE; 6786; 609;   4.230;   0.350;   0.021;   0.190; ;  76.100;        ;    ;   1.002;        ;  25.846;   0.251; 0.946;      ; 165;118.81242;-60.80531
07551614-6101207;NGC2516;GIRAFFE; 4950; 123;   2.557;   0.230;  -0.337;   0.099;<;  11.700;        ;   3;   1.021;        ; -13.434;   0.244;      ;      ; 166;118.81725;-61.02242
07551642-6113370;NGC2516;GIRAFFE; 3948; 364;   4.460;   0.150;  -0.030;   0.190; ; 100.000;        ;    ;   0.855;        ;  24.024;   0.306; 0.993;      ; 167;118.81842;-61.22694
07551675-6038447;NGC2516;GIRAFFE; 3738; 358;   4.562;        ;  -0.086;   0.130; ;  78.700;        ;    ;        ;        ;  29.374;   2.463; 0.844;      ; 168;118.81979;-60.64575
07551714-6054141;NGC2516;GIRAFFE; 4851;  95;   2.730;   0.250;   0.004;   0.230; ;  26.700;        ;    ;   1.015;        ; 104.949;   0.241;      ;      ; 169;118.82142;-60.90392
07551741-6038315;NGC2516;GIRAFFE; 3873; 399;   4.560;   0.100;   0.075;   0.270; ; 158.100;        ;    ;   0.846;        ;  23.396;   0.336; 0.992;      ; 170;118.82254;-60.64208
07551844-6057440;NGC2516;GIRAFFE; 6144; 134;   4.520;   0.590;  -0.345;   0.290; ;  60.000;        ;    ;   0.999;        ;  23.029;   0.251; 0.988;      ; 171;118.82683;-60.96222
07551956-6044275;NGC2516;GIRAFFE; 4511; 270;   4.630;   0.140;  -0.009;   0.130; ;  30.400;        ;    ;   0.942;        ;  24.230;   0.244; 0.992;      ; 172;118.83150;-60.74097
07551977-6104200;NGC2516;GIRAFFE; 5918;    ;   4.464;        ;  -0.090;        ; ; 136.400;        ;    ;   0.998;        ;  23.614;   0.320;      ;      ; 173;118.83237;-61.07222
07551991-6057599;NGC2516;GIRAFFE; 3509; 136;   4.620;   0.130;  -0.086;   0.140; ; 109.700;        ;    ;   0.796;        ;  27.089;   0.370; 0.827;      ; 174;118.83296;-60.96664
07552039-6019419;NGC2516;GIRAFFE; 4034; 278;   4.860;   0.250;  -0.571;   0.350; ;  78.400;        ;    ;   0.838;        ;  -4.186;   0.313; 0.125;      ; 175;118.83496;-60.32831
07552048-6038025;NGC2516;GIRAFFE; 3678; 504;   4.330;   0.240;   0.038;        ; ; 223.900;        ;    ;   0.831;        ;   8.160;   0.515; 0.238;      ; 176;118.83533;-60.63403
07552105-6034021;NGC2516;GIRAFFE; 3599; 156;   4.760;   0.140;  -0.056;   0.120; ; 150.700;        ;    ;   0.782;        ;  22.525;   0.465; 0.978;      ; 177;118.83771;-60.56725
07552115-6026296;NGC2516;GIRAFFE; 3759; 201;   4.500;   0.230;  -0.026;   0.140; ; 101.700;        ;    ;   0.825;        ;  20.852;   0.276; 0.845;      ; 178;118.83812;-60.44156
07552202-6050063;NGC2516;GIRAFFE; 5634; 109;   4.320;   0.370;  -0.183;   0.160; ; 135.000;        ;    ;   0.996;        ;  24.264;   0.244; 0.992;      ; 179;118.84175;-60.83508
07552206-6105203;NGC2516;GIRAFFE; 5030; 103;   4.650;   0.480;   0.026;   0.130; ;  98.400;        ;    ;   0.971;        ;  25.084;   0.324;      ;      ; 180;118.84192;-61.08897
07552215-6109234;NGC2516;GIRAFFE; 4521; 316;   4.650;   0.230;  -0.019;   0.130; ;  23.100;        ;    ;   0.944;        ;  24.648;   0.245; 0.989;      ; 181;118.84229;-61.15650
07552222-6033074;NGC2516;GIRAFFE; 4522; 136;   4.660;   0.380;   0.242;   0.220; ;  37.400;        ;    ;   0.938;        ;  23.993;   0.245; 0.993;      ; 182;118.84258;-60.55206
07552347-6041512;NGC2516;GIRAFFE; 4932;    ;   3.480;        ;  -0.259;        ; ;        ;        ;    ;        ;        ;  23.354;   2.530; 0.982;      ; 183;118.84779;-60.69756
07552448-6039006;NGC2516;GIRAFFE; 4875; 153;   3.020;   0.240;  -0.131;   0.200; ;  28.800;        ;    ;   1.005;        ;  62.659;   0.242;      ;      ; 184;118.85200;-60.65017
07552460-6054451;NGC2516;GIRAFFE; 4767; 228;   2.700;   0.330;  -0.161;   0.230; ;  26.600;        ;    ;   1.013;        ;  25.584;   0.242;      ;      ; 185;118.85250;-60.91253
07552562-6033260;NGC2516;GIRAFFE; 5095; 122;   3.470;   0.290;  -0.205;   0.170; ;  16.300;        ;    ;   1.003;        ;  16.534;   0.245;      ;      ; 186;118.85675;-60.55722
07552568-6036207;NGC2516;GIRAFFE; 3896; 521;   4.730;   0.100;   0.004;   0.120; ;  43.600;        ;    ;        ;        ;  35.685;   1.354; 0.364;      ; 187;118.85700;-60.60575
07552681-6044348;NGC2516;GIRAFFE; 4925; 187;   4.580;   0.350;  -0.001;   0.120; ; 158.650;        ;    ;   0.971;        ;  24.818;   0.246; 0.986;      ; 188;118.86171;-60.74300
07552745-6033307;NGC2516;GIRAFFE; 3853; 198;   4.580;   0.130;   0.044;   0.200; ; 115.700;        ;    ;   0.829;        ;  23.195;   0.299; 0.991;      ; 189;118.86437;-60.55853
07552751-6048332;NGC2516;GIRAFFE; 3703; 176;   4.550;   0.180;  -0.016;   0.110; ; 145.400;        ;    ;   0.818;        ;  23.474;   0.301; 0.993;      ; 190;118.86462;-60.80922
07552752-6019047;NGC2516;GIRAFFE; 3390;    ;   3.494;        ;  -1.517;        ; ;        ;        ;    ;        ;        ; 639.159; 339.420;      ;      ; 191;118.86467;-60.31797
07552770-6048138;NGC2516;GIRAFFE; 3930; 356;   4.590;   0.100;   0.046;   0.210; ;  93.400;        ;    ;   0.843;        ;  24.767;   0.387; 0.987;      ; 192;118.86542;-60.80383
07552817-6110296;NGC2516;GIRAFFE; 3573; 123;   4.700;   0.160;  -0.066;   0.140; ; 146.300;        ;    ;   0.788;        ;  22.895;   0.455; 0.987;      ; 193;118.86737;-61.17489
07552858-6024560;NGC2516;GIRAFFE; 4100; 396;   4.510;   0.100;  -0.937;   0.850; ;  26.700;        ;    ;   0.872;        ;  17.792;   0.378; 0.632;      ; 194;118.86908;-60.41556
07552876-6028198;NGC2516;GIRAFFE; 4244; 179;   4.710;   0.180;  -0.047;   0.130; ;  16.900;        ;    ;   0.904;        ;  -3.454;   0.245; 0.138;      ; 195;118.86983;-60.47217
07552900-6104407;NGC2516;GIRAFFE; 3901; 208;   4.580;   0.100;   0.071;   0.240; ;  61.433;        ;    ;   0.836;        ;  23.090;   0.270; 0.989;      ; 196;118.87083;-61.07797
07553025-6107468;NGC2516;GIRAFFE; 4674; 249;   2.380;   0.440;  -0.432;   0.210; ;  21.167;        ;    ;   1.019;        ;  78.393;   0.242;      ;      ; 197;118.87604;-61.12967
07553120-6056508;NGC2516;GIRAFFE; 6442; 251;   4.360;   0.310;   0.049;   0.160; ;  23.833;        ;    ;   1.000;        ;  23.824;   0.241; 0.993;      ; 198;118.88000;-60.94744
07553173-6034206;NGC2516;GIRAFFE; 3832; 197;   4.450;   0.250;   0.014;   0.130; ; 142.500;        ;    ;   0.840;        ;  22.991;   0.361; 0.988;      ; 199;118.88221;-60.57239
07553236-6023094;NGC2516;GIRAFFE; 5805; 198;   4.487;   0.457;   0.017;   0.123; ; 128.600;   1.900;   0;   0.991;        ;  23.597;   0.242;      ;      ; 200;118.88483;-60.38594
07553274-6037074;NGC2516;GIRAFFE; 3926; 467;   4.590;   0.090;   0.059;   0.250; ;  29.600;        ;    ;   0.829;        ;  20.834;   0.805; 0.868;      ; 201;118.88642;-60.61872
07553448-6111529;NGC2516;GIRAFFE; 4207; 423;   4.610;   0.100;   0.103;   0.190; ;  30.300;        ;    ;   0.900;        ;  25.526;   0.250; 0.959;      ; 202;118.89367;-61.19803
07553485-6041393;NGC2516;GIRAFFE; 4036; 408;   4.620;   0.300;  -0.469;   0.430; ;  17.600;        ;    ;   0.870;        ;   9.576;   0.253; 0.286;      ; 203;118.89521;-60.69425
07553687-6022470;NGC2516;GIRAFFE; 6702; 461;   3.810;   0.210;   0.038;   0.190; ;  71.300;        ;    ;        ;        ;  26.270;   0.240; 0.916;      ; 204;118.90362;-60.37972
07553709-6022374;NGC2516;GIRAFFE; 4619; 121;   2.620;   0.370;   0.104;   0.310; ;  44.200;        ;    ;   1.014;        ;  88.933;   0.258;      ;      ; 205;118.90454;-60.37706
07553731-6109067;NGC2516;GIRAFFE; 6246; 166;   4.450;   0.410;  -0.082;   0.140; ; 116.700;        ;    ;   1.000;        ;  23.475;   0.243; 0.992;      ; 206;118.90546;-61.15186
07553834-6037305;NGC2516;GIRAFFE; 5811; 156;   4.230;   0.090;   0.263;   0.140; ;  28.900;        ;    ;   0.993;        ;  48.778;   0.241;      ;      ; 207;118.90975;-60.62514
07553910-6018305;NGC2516;GIRAFFE; 4052; 269;   4.630;   0.100;  -0.279;   0.160; ;  19.900;        ;    ;   0.859;        ;  36.743;   0.298; 0.315;      ; 208;118.91292;-60.30847
07553943-6031203;NGC2516;GIRAFFE; 3551; 127;   4.890;   0.110;  -0.066;   0.120; ; 137.500;        ;    ;   0.772;        ;  22.192;   0.999; 0.975;      ; 209;118.91429;-60.52231
07554003-6101161;NGC2516;GIRAFFE; 3987; 308;   4.600;   0.100;  -0.013;   0.210; ;  66.700;        ;    ;   0.842;        ;  23.975;   0.302; 0.993;      ; 210;118.91679;-61.02114
07554040-6104238;NGC2516;GIRAFFE; 5356; 201;   4.440;   0.340;  -0.297;   0.320; ; 165.400;        ;    ;   0.988;        ;  22.381;   0.242; 0.969;      ; 211;118.91833;-61.07328
07554378-6037522;NGC2516;GIRAFFE; 6027; 202;   4.180;   0.060;  -0.395;   0.300; ;  93.800;        ;    ;   0.998;        ;  24.838;   0.325; 0.985;      ; 212;118.93242;-60.63117
07554408-6021336;NGC2516;GIRAFFE; 3539;  26;   4.420;   0.180;  -0.135;        ; ; 143.600;        ;    ;   0.815;        ;  23.428;   0.426; 0.992;      ; 213;118.93367;-60.35933
